Frequency,dB,pedal,Tone,Gain
15676.171875,-35.572796,blues driver - C,50%,0%,
15719.238281,-36.441967000000005,blues driver - C,50%,0%,
15762.304688,-36.27690500000001,blues driver - C,50%,0%,
15805.371094,-36.133167,blues driver - C,50%,0%,
15848.4375,-36.330196,blues driver - C,50%,0%,
15891.503906,-36.493399999999994,blues driver - C,50%,0%,
15934.570312,-35.98022900000001,blues driver - C,50%,0%,
15977.636719,-36.169246,blues driver - C,50%,0%,
16020.703125,-35.941681,blues driver - C,50%,0%,
16063.769531,-35.770722000000006,blues driver - C,50%,0%,
16106.835938,-36.356594,blues driver - C,50%,0%,
16149.902344,-36.146332,blues driver - C,50%,0%,
16192.96875,-35.400898,blues driver - C,50%,0%,
16236.035156,-35.11599700000001,blues driver - C,50%,0%,
16279.101562,-34.41015999999999,blues driver - C,50%,0%,
16322.167969,-34.906182,blues driver - C,50%,0%,
16365.234375,-34.863201000000004,blues driver - C,50%,0%,
16408.300781,-35.146618000000004,blues driver - C,50%,0%,
16451.367188,-35.35831,blues driver - C,50%,0%,
16494.433594,-34.641666,blues driver - C,50%,0%,
16537.5,-34.173512,blues driver - C,50%,0%,
16580.566406,-33.803837,blues driver - C,50%,0%,
16623.632812,-34.401759999999996,blues driver - C,50%,0%,
16666.699219,-34.50738100000001,blues driver - C,50%,0%,
16709.765625,-34.60932199999999,blues driver - C,50%,0%,
16752.832031,-34.329018000000005,blues driver - C,50%,0%,
16795.898438,-34.930282000000005,blues driver - C,50%,0%,
16838.964844,-35.157596999999996,blues driver - C,50%,0%,
16882.03125,-34.399043000000006,blues driver - C,50%,0%,
16925.097656,-33.52061099999999,blues driver - C,50%,0%,
16968.164062,-33.78799400000001,blues driver - C,50%,0%,
17011.230469,-33.566475,blues driver - C,50%,0%,
17054.296875,-33.55272699999999,blues driver - C,50%,0%,
17097.363281,-33.827369000000004,blues driver - C,50%,0%,
17140.429688,-33.523703999999995,blues driver - C,50%,0%,
17183.496094,-32.891329999999996,blues driver - C,50%,0%,
17226.5625,-32.23149099999999,blues driver - C,50%,0%,
17269.628906,-32.45418099999999,blues driver - C,50%,0%,
17312.695312,-31.856323000000007,blues driver - C,50%,0%,
17355.761719,-31.923388999999997,blues driver - C,50%,0%,
17398.828125,-32.03199400000001,blues driver - C,50%,0%,
17441.894531,-33.093902,blues driver - C,50%,0%,
17484.960938,-33.17599799999999,blues driver - C,50%,0%,
17528.027344,-32.637089,blues driver - C,50%,0%,
17571.09375,-31.511992999999993,blues driver - C,50%,0%,
17614.160156,-31.842888,blues driver - C,50%,0%,
17657.226562,-31.689819999999994,blues driver - C,50%,0%,
17700.292969,-31.339844000000003,blues driver - C,50%,0%,
17743.359375,-31.245281000000002,blues driver - C,50%,0%,
17786.425781,-30.86015699999999,blues driver - C,50%,0%,
17829.492188,-30.807171,blues driver - C,50%,0%,
17872.558594,-31.311417000000002,blues driver - C,50%,0%,
17915.625,-31.504334000000004,blues driver - C,50%,0%,
17958.691406,-30.308928999999996,blues driver - C,50%,0%,
18001.757812,-30.218521000000006,blues driver - C,50%,0%,
18044.824219,-30.771618000000007,blues driver - C,50%,0%,
18087.890625,-31.233399000000002,blues driver - C,50%,0%,
18130.957031,-31.857902,blues driver - C,50%,0%,
18174.023438,-30.232035999999997,blues driver - C,50%,0%,
18217.089844,-29.752928999999998,blues driver - C,50%,0%,
18260.15625,-30.183781,blues driver - C,50%,0%,
18303.222656,-30.823138999999994,blues driver - C,50%,0%,
18346.289062,-31.273639000000006,blues driver - C,50%,0%,
18389.355469,-30.047034999999997,blues driver - C,50%,0%,
18432.421875,-29.580078000000004,blues driver - C,50%,0%,
18475.488281,-29.987212999999993,blues driver - C,50%,0%,
18518.554688,-30.636081,blues driver - C,50%,0%,
18561.621094,-30.458443,blues driver - C,50%,0%,
18604.6875,-29.947971,blues driver - C,50%,0%,
18647.753906,-29.865444,blues driver - C,50%,0%,
18690.820312,-29.848957000000002,blues driver - C,50%,0%,
18733.886719,-30.20367,blues driver - C,50%,0%,
18776.953125,-30.047897000000003,blues driver - C,50%,0%,
18820.019531,-30.056145000000004,blues driver - C,50%,0%,
18863.085938,-29.646023000000003,blues driver - C,50%,0%,
18906.152344,-28.846844000000008,blues driver - C,50%,0%,
18949.21875,-29.126738999999997,blues driver - C,50%,0%,
18992.285156,-29.489463999999995,blues driver - C,50%,0%,
19035.351562,-29.227713999999995,blues driver - C,50%,0%,
19078.417969,-28.97543,blues driver - C,50%,0%,
19121.484375,-29.046245000000003,blues driver - C,50%,0%,
19164.550781,-29.268528,blues driver - C,50%,0%,
19207.617188,-29.158314,blues driver - C,50%,0%,
19250.683594,-29.353233,blues driver - C,50%,0%,
19293.75,-29.174205000000004,blues driver - C,50%,0%,
19336.816406,-28.359008,blues driver - C,50%,0%,
19379.882812,-28.839468999999998,blues driver - C,50%,0%,
19422.949219,-28.594818,blues driver - C,50%,0%,
19466.015625,-28.815929000000008,blues driver - C,50%,0%,
19509.082031,-28.896655999999997,blues driver - C,50%,0%,
19552.148438,-28.528785000000003,blues driver - C,50%,0%,
19595.214844,-28.605892,blues driver - C,50%,0%,
19638.28125,-28.60654,blues driver - C,50%,0%,
19681.347656,-28.848941,blues driver - C,50%,0%,
19724.414062,-28.224914000000002,blues driver - C,50%,0%,
19767.480469,-28.317714999999996,blues driver - C,50%,0%,
19810.546875,-28.100161999999994,blues driver - C,50%,0%,
19853.613281,-28.218460000000004,blues driver - C,50%,0%,
19896.679688,-28.280852999999997,blues driver - C,50%,0%,
19939.746094,-27.122234000000002,blues driver - C,50%,0%,
19982.8125,-27.92934,blues driver - C,50%,0%,
43.066406,-16.024786000000002,blues driver - C,75%,0%,
86.132812,-6.427503999999999,blues driver - C,75%,0%,
129.199219,-1.677719999999999,blues driver - C,75%,0%,
172.265625,-0.8401019999999999,blues driver - C,75%,0%,
215.332031,-1.3993819999999992,blues driver - C,75%,0%,
258.398438,-0.6136279999999985,blues driver - C,75%,0%,
301.464844,-0.08590200000000081,blues driver - C,75%,0%,
344.53125,-0.7917620000000021,blues driver - C,75%,0%,
387.597656,-0.7469380000000001,blues driver - C,75%,0%,
430.664062,0,blues driver - C,75%,0%,
473.730469,-0.2922760000000011,blues driver - C,75%,0%,
516.796875,-0.2292690000000004,blues driver - C,75%,0%,
559.863281,-0.24546700000000143,blues driver - C,75%,0%,
602.929688,-0.4150519999999993,blues driver - C,75%,0%,
645.996094,-0.18658499999999734,blues driver - C,75%,0%,
689.0625,-0.3748379999999969,blues driver - C,75%,0%,
732.128906,-1.4319650000000017,blues driver - C,75%,0%,
775.195312,-1.5679760000000016,blues driver - C,75%,0%,
818.261719,-1.5771929999999976,blues driver - C,75%,0%,
861.328125,-1.5612069999999996,blues driver - C,75%,0%,
904.394531,-0.921476000000002,blues driver - C,75%,0%,
947.460938,-0.8997709999999977,blues driver - C,75%,0%,
990.527344,-1.4837720000000019,blues driver - C,75%,0%,
1033.59375,-1.7821670000000012,blues driver - C,75%,0%,
1076.660156,-2.262025999999995,blues driver - C,75%,0%,
1119.726562,-1.959235999999997,blues driver - C,75%,0%,
1162.792969,-1.4171349999999983,blues driver - C,75%,0%,
1205.859375,-2.826547999999999,blues driver - C,75%,0%,
1248.925781,-3.6662650000000028,blues driver - C,75%,0%,
1291.992188,-3.5341819999999977,blues driver - C,75%,0%,
1335.058594,-3.1417179999999973,blues driver - C,75%,0%,
1378.125,-3.9091780000000043,blues driver - C,75%,0%,
1421.191406,-3.703395999999998,blues driver - C,75%,0%,
1464.257812,-3.5303859999999965,blues driver - C,75%,0%,
1507.324219,-2.928652000000003,blues driver - C,75%,0%,
1550.390625,-3.206002999999999,blues driver - C,75%,0%,
1593.457031,-4.331607999999999,blues driver - C,75%,0%,
1636.523438,-4.374119,blues driver - C,75%,0%,
1679.589844,-4.155196999999998,blues driver - C,75%,0%,
1722.65625,-3.7777969999999996,blues driver - C,75%,0%,
1765.722656,-3.609328999999999,blues driver - C,75%,0%,
1808.789062,-4.684576999999997,blues driver - C,75%,0%,
1851.855469,-4.647380999999999,blues driver - C,75%,0%,
1894.921875,-4.823252,blues driver - C,75%,0%,
1937.988281,-5.241761,blues driver - C,75%,0%,
1981.054688,-5.4761489999999995,blues driver - C,75%,0%,
2024.121094,-4.644939000000004,blues driver - C,75%,0%,
2067.1875,-4.792126,blues driver - C,75%,0%,
2110.253906,-4.488010999999997,blues driver - C,75%,0%,
2153.320312,-5.549415999999997,blues driver - C,75%,0%,
2196.386719,-5.582311999999998,blues driver - C,75%,0%,
2239.453125,-5.5396730000000005,blues driver - C,75%,0%,
2282.519531,-5.474014999999998,blues driver - C,75%,0%,
2325.585938,-5.054845000000004,blues driver - C,75%,0%,
2368.652344,-5.549254999999999,blues driver - C,75%,0%,
2411.71875,-5.893449999999998,blues driver - C,75%,0%,
2454.785156,-6.711094000000003,blues driver - C,75%,0%,
2497.851562,-6.158421000000001,blues driver - C,75%,0%,
2540.917969,-5.402807000000003,blues driver - C,75%,0%,
2583.984375,-6.339099999999998,blues driver - C,75%,0%,
2627.050781,-7.061133999999999,blues driver - C,75%,0%,
2670.117188,-6.979822999999996,blues driver - C,75%,0%,
2713.183594,-6.684409999999996,blues driver - C,75%,0%,
2756.25,-6.411254000000003,blues driver - C,75%,0%,
2799.316406,-6.900326,blues driver - C,75%,0%,
2842.382812,-7.464274000000003,blues driver - C,75%,0%,
2885.449219,-7.201933000000004,blues driver - C,75%,0%,
2928.515625,-6.586030999999998,blues driver - C,75%,0%,
2971.582031,-7.510401000000002,blues driver - C,75%,0%,
3014.648438,-7.104802999999997,blues driver - C,75%,0%,
3057.714844,-7.949602000000006,blues driver - C,75%,0%,
3100.78125,-7.857675999999998,blues driver - C,75%,0%,
3143.847656,-7.246085000000001,blues driver - C,75%,0%,
3186.914062,-8.281388999999997,blues driver - C,75%,0%,
3229.980469,-9.132024999999999,blues driver - C,75%,0%,
3273.046875,-8.469918999999997,blues driver - C,75%,0%,
3316.113281,-7.797918000000003,blues driver - C,75%,0%,
3359.179688,-8.892316999999998,blues driver - C,75%,0%,
3402.246094,-8.970456999999996,blues driver - C,75%,0%,
3445.3125,-8.330638,blues driver - C,75%,0%,
3488.378906,-8.698626000000004,blues driver - C,75%,0%,
3531.445312,-8.570692999999999,blues driver - C,75%,0%,
3574.511719,-8.14094,blues driver - C,75%,0%,
3617.578125,-8.754831000000003,blues driver - C,75%,0%,
3660.644531,-9.156737,blues driver - C,75%,0%,
3703.710938,-8.367066999999999,blues driver - C,75%,0%,
3746.777344,-8.658341999999998,blues driver - C,75%,0%,
3789.84375,-8.674318,blues driver - C,75%,0%,
3832.910156,-9.511637,blues driver - C,75%,0%,
3875.976562,-9.764623999999998,blues driver - C,75%,0%,
3919.042969,-10.233843,blues driver - C,75%,0%,
3962.109375,-10.900728,blues driver - C,75%,0%,
4005.175781,-10.625956000000002,blues driver - C,75%,0%,
4048.242188,-10.717332999999996,blues driver - C,75%,0%,
4091.308594,-10.584744999999998,blues driver - C,75%,0%,
4134.375,-10.333670000000005,blues driver - C,75%,0%,
4177.441406,-10.518038000000004,blues driver - C,75%,0%,
4220.507812,-10.899670999999998,blues driver - C,75%,0%,
4263.574219,-10.617688999999999,blues driver - C,75%,0%,
4306.640625,-10.794785999999995,blues driver - C,75%,0%,
4349.707031,-10.645612999999997,blues driver - C,75%,0%,
4392.773438,-10.157667000000004,blues driver - C,75%,0%,
4435.839844,-10.607130000000005,blues driver - C,75%,0%,
4478.90625,-10.87361,blues driver - C,75%,0%,
4521.972656,-11.057897999999994,blues driver - C,75%,0%,
4565.039062,-11.236410999999997,blues driver - C,75%,0%,
4608.105469,-11.697526999999994,blues driver - C,75%,0%,
4651.171875,-11.973840000000003,blues driver - C,75%,0%,
4694.238281,-11.211458,blues driver - C,75%,0%,
4737.304688,-11.113233999999999,blues driver - C,75%,0%,
4780.371094,-11.399217999999998,blues driver - C,75%,0%,
4823.4375,-11.125162000000003,blues driver - C,75%,0%,
4866.503906,-11.726388999999998,blues driver - C,75%,0%,
4909.570312,-11.560067999999994,blues driver - C,75%,0%,
4952.636719,-12.258370999999997,blues driver - C,75%,0%,
4995.703125,-11.397352000000005,blues driver - C,75%,0%,
5038.769531,-11.957270000000001,blues driver - C,75%,0%,
5081.835938,-12.232655999999999,blues driver - C,75%,0%,
5124.902344,-12.278880000000001,blues driver - C,75%,0%,
5167.96875,-12.037168000000001,blues driver - C,75%,0%,
5211.035156,-11.761834999999998,blues driver - C,75%,0%,
5254.101562,-12.886411000000003,blues driver - C,75%,0%,
5297.167969,-13.06082,blues driver - C,75%,0%,
5340.234375,-13.378534000000002,blues driver - C,75%,0%,
5383.300781,-13.084322,blues driver - C,75%,0%,
5426.367188,-12.698625,blues driver - C,75%,0%,
5469.433594,-13.381810999999999,blues driver - C,75%,0%,
5512.5,-13.774297999999995,blues driver - C,75%,0%,
5555.566406,-13.638883999999997,blues driver - C,75%,0%,
5598.632812,-13.741495,blues driver - C,75%,0%,
5641.699219,-13.802615000000003,blues driver - C,75%,0%,
5684.765625,-13.372515,blues driver - C,75%,0%,
5727.832031,-13.393422999999999,blues driver - C,75%,0%,
5770.898438,-13.790360999999997,blues driver - C,75%,0%,
5813.964844,-13.384707000000006,blues driver - C,75%,0%,
5857.03125,-13.291528999999997,blues driver - C,75%,0%,
5900.097656,-14.065302000000003,blues driver - C,75%,0%,
5943.164062,-14.543638999999999,blues driver - C,75%,0%,
5986.230469,-14.520136,blues driver - C,75%,0%,
6029.296875,-14.625554999999999,blues driver - C,75%,0%,
6072.363281,-14.844603,blues driver - C,75%,0%,
6115.429688,-15.303728,blues driver - C,75%,0%,
6158.496094,-15.632463999999999,blues driver - C,75%,0%,
6201.5625,-15.472750000000005,blues driver - C,75%,0%,
6244.628906,-14.567929999999997,blues driver - C,75%,0%,
6287.695312,-14.405871000000005,blues driver - C,75%,0%,
6330.761719,-14.754891999999998,blues driver - C,75%,0%,
6373.828125,-14.552453999999997,blues driver - C,75%,0%,
6416.894531,-14.511671,blues driver - C,75%,0%,
6459.960938,-14.602426999999999,blues driver - C,75%,0%,
6503.027344,-14.609465,blues driver - C,75%,0%,
6546.09375,-15.280270999999999,blues driver - C,75%,0%,
6589.160156,-15.295637999999997,blues driver - C,75%,0%,
6632.226562,-16.051367,blues driver - C,75%,0%,
6675.292969,-16.133639000000002,blues driver - C,75%,0%,
6718.359375,-16.021712,blues driver - C,75%,0%,
6761.425781,-16.387698,blues driver - C,75%,0%,
6804.492188,-16.312285000000003,blues driver - C,75%,0%,
6847.558594,-16.389108999999998,blues driver - C,75%,0%,
6890.625,-16.293962,blues driver - C,75%,0%,
6933.691406,-15.606386,blues driver - C,75%,0%,
6976.757812,-15.770108999999998,blues driver - C,75%,0%,
7019.824219,-16.048306999999994,blues driver - C,75%,0%,
7062.890625,-16.495336,blues driver - C,75%,0%,
7105.957031,-16.980809999999998,blues driver - C,75%,0%,
7149.023438,-16.875902000000004,blues driver - C,75%,0%,
7192.089844,-16.923756999999995,blues driver - C,75%,0%,
7235.15625,-17.424578000000004,blues driver - C,75%,0%,
7278.222656,-16.550508999999998,blues driver - C,75%,0%,
7321.289062,-16.516557999999996,blues driver - C,75%,0%,
7364.355469,-17.476602,blues driver - C,75%,0%,
7407.421875,-17.195043,blues driver - C,75%,0%,
7450.488281,-16.894579,blues driver - C,75%,0%,
7493.554688,-17.483045999999995,blues driver - C,75%,0%,
7536.621094,-17.605036,blues driver - C,75%,0%,
7579.6875,-18.187468000000003,blues driver - C,75%,0%,
7622.753906,-18.373278,blues driver - C,75%,0%,
7665.820312,-17.821886,blues driver - C,75%,0%,
7708.886719,-17.744185,blues driver - C,75%,0%,
7751.953125,-17.199805000000005,blues driver - C,75%,0%,
7795.019531,-17.085321999999998,blues driver - C,75%,0%,
7838.085938,-17.659762,blues driver - C,75%,0%,
7881.152344,-18.941679,blues driver - C,75%,0%,
7924.21875,-18.854101,blues driver - C,75%,0%,
7967.285156,-17.897195999999994,blues driver - C,75%,0%,
8010.351562,-18.671492,blues driver - C,75%,0%,
8053.417969,-18.46974,blues driver - C,75%,0%,
8096.484375,-18.650801,blues driver - C,75%,0%,
8139.550781,-18.986833999999995,blues driver - C,75%,0%,
8182.617188,-19.190621999999998,blues driver - C,75%,0%,
8225.683594,-19.205664,blues driver - C,75%,0%,
8268.75,-19.067122000000005,blues driver - C,75%,0%,
8311.816406,-18.728566999999998,blues driver - C,75%,0%,
8354.882812,-18.497015000000005,blues driver - C,75%,0%,
8397.949219,-18.827157999999997,blues driver - C,75%,0%,
8441.015625,-19.369917,blues driver - C,75%,0%,
8484.082031,-19.826531999999993,blues driver - C,75%,0%,
8527.148438,-19.998101999999996,blues driver - C,75%,0%,
8570.214844,-19.569254,blues driver - C,75%,0%,
8613.28125,-19.174628000000006,blues driver - C,75%,0%,
8656.347656,-19.831679,blues driver - C,75%,0%,
8699.414062,-20.181036,blues driver - C,75%,0%,
8742.480469,-20.27133,blues driver - C,75%,0%,
8785.546875,-19.492911,blues driver - C,75%,0%,
8828.613281,-19.953162,blues driver - C,75%,0%,
8871.679688,-20.569657999999997,blues driver - C,75%,0%,
8914.746094,-20.377008000000004,blues driver - C,75%,0%,
8957.8125,-20.438513,blues driver - C,75%,0%,
9000.878906,-20.638166,blues driver - C,75%,0%,
9043.945312,-20.532645000000002,blues driver - C,75%,0%,
9087.011719,-20.032442000000003,blues driver - C,75%,0%,
9130.078125,-20.673860000000005,blues driver - C,75%,0%,
9173.144531,-20.006757999999998,blues driver - C,75%,0%,
9216.210938,-21.389677000000006,blues driver - C,75%,0%,
9259.277344,-21.104529,blues driver - C,75%,0%,
9302.34375,-20.283586999999997,blues driver - C,75%,0%,
9345.410156,-21.107453999999997,blues driver - C,75%,0%,
9388.476562,-21.268434,blues driver - C,75%,0%,
9431.542969,-20.467596999999998,blues driver - C,75%,0%,
9474.609375,-20.101641,blues driver - C,75%,0%,
9517.675781,-20.822885000000007,blues driver - C,75%,0%,
9560.742188,-21.457255000000004,blues driver - C,75%,0%,
9603.808594,-22.437747,blues driver - C,75%,0%,
9646.875,-22.412692,blues driver - C,75%,0%,
9689.941406,-21.750883,blues driver - C,75%,0%,
9733.007812,-21.761256000000003,blues driver - C,75%,0%,
9776.074219,-21.945681,blues driver - C,75%,0%,
9819.140625,-21.338899999999995,blues driver - C,75%,0%,
9862.207031,-20.873956,blues driver - C,75%,0%,
9905.273438,-20.791124000000003,blues driver - C,75%,0%,
9948.339844,-21.854566999999996,blues driver - C,75%,0%,
9991.40625,-22.084336999999998,blues driver - C,75%,0%,
10034.472656,-21.485899000000003,blues driver - C,75%,0%,
10077.539062,-22.125799999999998,blues driver - C,75%,0%,
10120.605469,-22.193205,blues driver - C,75%,0%,
10163.671875,-22.743516999999997,blues driver - C,75%,0%,
10206.738281,-22.624139999999997,blues driver - C,75%,0%,
10249.804688,-22.322580000000002,blues driver - C,75%,0%,
10292.871094,-22.742831000000002,blues driver - C,75%,0%,
10335.9375,-23.777853,blues driver - C,75%,0%,
10379.003906,-24.020440999999998,blues driver - C,75%,0%,
10422.070312,-23.858804999999997,blues driver - C,75%,0%,
10465.136719,-23.996291000000006,blues driver - C,75%,0%,
10508.203125,-23.848451000000004,blues driver - C,75%,0%,
10551.269531,-24.707869000000002,blues driver - C,75%,0%,
10594.335938,-24.415034,blues driver - C,75%,0%,
10637.402344,-23.963133,blues driver - C,75%,0%,
10680.46875,-23.900434999999995,blues driver - C,75%,0%,
10723.535156,-24.563520000000004,blues driver - C,75%,0%,
10766.601562,-24.805943999999997,blues driver - C,75%,0%,
10809.667969,-24.855477999999998,blues driver - C,75%,0%,
10852.734375,-24.783907,blues driver - C,75%,0%,
10895.800781,-24.378812999999994,blues driver - C,75%,0%,
10938.867188,-24.667817999999997,blues driver - C,75%,0%,
10981.933594,-25.157289,blues driver - C,75%,0%,
11025,-25.494161999999996,blues driver - C,75%,0%,
11068.066406,-25.748934,blues driver - C,75%,0%,
11111.132812,-25.536681,blues driver - C,75%,0%,
11154.199219,-25.527338,blues driver - C,75%,0%,
11197.265625,-25.375945,blues driver - C,75%,0%,
11240.332031,-24.874559999999995,blues driver - C,75%,0%,
11283.398438,-25.458075,blues driver - C,75%,0%,
11326.464844,-26.171796999999998,blues driver - C,75%,0%,
11369.53125,-26.684420000000003,blues driver - C,75%,0%,
11412.597656,-26.144593999999998,blues driver - C,75%,0%,
11455.664062,-26.027068,blues driver - C,75%,0%,
11498.730469,-26.275838999999998,blues driver - C,75%,0%,
11541.796875,-26.559518999999995,blues driver - C,75%,0%,
11584.863281,-26.294230000000006,blues driver - C,75%,0%,
11627.929688,-26.880686000000004,blues driver - C,75%,0%,
11670.996094,-27.306357000000006,blues driver - C,75%,0%,
11714.0625,-26.718516,blues driver - C,75%,0%,
11757.128906,-26.406420000000004,blues driver - C,75%,0%,
11800.195312,-26.813361,blues driver - C,75%,0%,
11843.261719,-27.299036,blues driver - C,75%,0%,
11886.328125,-27.567898999999997,blues driver - C,75%,0%,
11929.394531,-27.428163000000005,blues driver - C,75%,0%,
11972.460938,-27.805064,blues driver - C,75%,0%,
12015.527344,-27.818388,blues driver - C,75%,0%,
12058.59375,-28.465758,blues driver - C,75%,0%,
12101.660156,-28.436803999999995,blues driver - C,75%,0%,
12144.726562,-28.317037,blues driver - C,75%,0%,
12187.792969,-28.064218000000004,blues driver - C,75%,0%,
12230.859375,-28.001848000000003,blues driver - C,75%,0%,
12273.925781,-27.977961,blues driver - C,75%,0%,
12316.992188,-27.967962,blues driver - C,75%,0%,
12360.058594,-27.864119000000002,blues driver - C,75%,0%,
12403.125,-28.600462,blues driver - C,75%,0%,
12446.191406,-28.937579,blues driver - C,75%,0%,
12489.257812,-28.919836000000004,blues driver - C,75%,0%,
12532.324219,-29.374418,blues driver - C,75%,0%,
12575.390625,-29.314439999999998,blues driver - C,75%,0%,
12618.457031,-29.598875999999997,blues driver - C,75%,0%,
12661.523438,-29.661692000000002,blues driver - C,75%,0%,
12704.589844,-29.308585,blues driver - C,75%,0%,
12747.65625,-29.868944,blues driver - C,75%,0%,
12790.722656,-29.689676999999996,blues driver - C,75%,0%,
12833.789062,-30.036977999999998,blues driver - C,75%,0%,
12876.855469,-30.59944,blues driver - C,75%,0%,
12919.921875,-30.922576,blues driver - C,75%,0%,
12962.988281,-31.179713,blues driver - C,75%,0%,
13006.054688,-32.04092599999999,blues driver - C,75%,0%,
13049.121094,-31.489213999999997,blues driver - C,75%,0%,
13092.1875,-31.740216999999994,blues driver - C,75%,0%,
13135.253906,-31.631482999999996,blues driver - C,75%,0%,
13178.320312,-30.859472000000004,blues driver - C,75%,0%,
13221.386719,-30.920878000000002,blues driver - C,75%,0%,
13264.453125,-32.292422,blues driver - C,75%,0%,
13307.519531,-32.515017,blues driver - C,75%,0%,
13350.585938,-32.24179300000001,blues driver - C,75%,0%,
13393.652344,-31.904013,blues driver - C,75%,0%,
13436.71875,-32.21175999999999,blues driver - C,75%,0%,
13479.785156,-32.652936999999994,blues driver - C,75%,0%,
13522.851562,-32.841941,blues driver - C,75%,0%,
13565.917969,-32.492033000000006,blues driver - C,75%,0%,
13608.984375,-32.455736,blues driver - C,75%,0%,
13652.050781,-33.583525,blues driver - C,75%,0%,
13695.117188,-33.46770300000001,blues driver - C,75%,0%,
13738.183594,-33.290625000000006,blues driver - C,75%,0%,
13781.25,-33.820281,blues driver - C,75%,0%,
13824.316406,-33.575792,blues driver - C,75%,0%,
13867.382812,-34.101561,blues driver - C,75%,0%,
13910.449219,-34.556321999999994,blues driver - C,75%,0%,
13953.515625,-34.135554,blues driver - C,75%,0%,
13996.582031,-34.088533000000005,blues driver - C,75%,0%,
14039.648438,-34.214167,blues driver - C,75%,0%,
14082.714844,-34.410841000000005,blues driver - C,75%,0%,
14125.78125,-35.225031,blues driver - C,75%,0%,
14168.847656,-34.975778000000005,blues driver - C,75%,0%,
14211.914062,-34.518938,blues driver - C,75%,0%,
14254.980469,-35.007254,blues driver - C,75%,0%,
14298.046875,-34.80047,blues driver - C,75%,0%,
14341.113281,-35.654634,blues driver - C,75%,0%,
14384.179688,-35.726167000000004,blues driver - C,75%,0%,
14427.246094,-35.534727,blues driver - C,75%,0%,
14470.3125,-35.446275,blues driver - C,75%,0%,
14513.378906,-36.061381000000004,blues driver - C,75%,0%,
14556.445312,-35.990697999999995,blues driver - C,75%,0%,
14599.511719,-35.91049,blues driver - C,75%,0%,
14642.578125,-36.87527300000001,blues driver - C,75%,0%,
14685.644531,-36.62196899999999,blues driver - C,75%,0%,
14728.710938,-36.097069999999995,blues driver - C,75%,0%,
14771.777344,-36.963671000000005,blues driver - C,75%,0%,
14814.84375,-37.497595,blues driver - C,75%,0%,
14857.910156,-37.11351200000001,blues driver - C,75%,0%,
14900.976562,-37.28089,blues driver - C,75%,0%,
14944.042969,-36.888327,blues driver - C,75%,0%,
14987.109375,-37.523638,blues driver - C,75%,0%,
15030.175781,-37.91731399999999,blues driver - C,75%,0%,
15073.242188,-37.780505000000005,blues driver - C,75%,0%,
15116.308594,-37.28292999999999,blues driver - C,75%,0%,
15159.375,-37.36739599999999,blues driver - C,75%,0%,
15202.441406,-37.52664,blues driver - C,75%,0%,
15245.507812,-37.385344,blues driver - C,75%,0%,
15288.574219,-37.794332,blues driver - C,75%,0%,
15331.640625,-37.935472999999995,blues driver - C,75%,0%,
15374.707031,-37.37808400000001,blues driver - C,75%,0%,
15417.773438,-37.339472,blues driver - C,75%,0%,
15460.839844,-37.691675999999994,blues driver - C,75%,0%,
15503.90625,-37.179263000000006,blues driver - C,75%,0%,
15546.972656,-36.950945,blues driver - C,75%,0%,
15590.039062,-36.950236000000004,blues driver - C,75%,0%,
15633.105469,-36.727518,blues driver - C,75%,0%,
15676.171875,-36.769788999999996,blues driver - C,75%,0%,
15719.238281,-37.21883999999999,blues driver - C,75%,0%,
15762.304688,-37.855078,blues driver - C,75%,0%,
15805.371094,-36.918944,blues driver - C,75%,0%,
15848.4375,-37.250479,blues driver - C,75%,0%,
15891.503906,-37.929590000000005,blues driver - C,75%,0%,
15934.570312,-37.59233,blues driver - C,75%,0%,
15977.636719,-37.488797999999996,blues driver - C,75%,0%,
16020.703125,-37.091851999999996,blues driver - C,75%,0%,
16063.769531,-36.941652999999995,blues driver - C,75%,0%,
16106.835938,-37.256842,blues driver - C,75%,0%,
16149.902344,-37.399623000000005,blues driver - C,75%,0%,
16192.96875,-36.88529,blues driver - C,75%,0%,
16236.035156,-36.514536,blues driver - C,75%,0%,
16279.101562,-35.91727999999999,blues driver - C,75%,0%,
16322.167969,-36.526103000000006,blues driver - C,75%,0%,
16365.234375,-35.799056,blues driver - C,75%,0%,
16408.300781,-35.54038,blues driver - C,75%,0%,
16451.367188,-36.367346,blues driver - C,75%,0%,
16494.433594,-35.827314,blues driver - C,75%,0%,
16537.5,-35.609785,blues driver - C,75%,0%,
16580.566406,-35.261878,blues driver - C,75%,0%,
16623.632812,-35.173277,blues driver - C,75%,0%,
16666.699219,-35.489079999999994,blues driver - C,75%,0%,
16709.765625,-35.86806,blues driver - C,75%,0%,
16752.832031,-35.37549800000001,blues driver - C,75%,0%,
16795.898438,-35.500513000000005,blues driver - C,75%,0%,
16838.964844,-34.827933,blues driver - C,75%,0%,
16882.03125,-34.616994999999996,blues driver - C,75%,0%,
16925.097656,-34.717039,blues driver - C,75%,0%,
16968.164062,-34.54719000000001,blues driver - C,75%,0%,
17011.230469,-34.40021,blues driver - C,75%,0%,
17054.296875,-34.344660000000005,blues driver - C,75%,0%,
17097.363281,-34.589944,blues driver - C,75%,0%,
17140.429688,-34.81634700000001,blues driver - C,75%,0%,
17183.496094,-34.132277,blues driver - C,75%,0%,
