43,-11.286854000000002,d&m drive,0%,0%,
86,-7.4614230000000035,d&m drive,0%,0%,
129,-5.412971000000006,d&m drive,0%,0%,
172,-4.673671000000006,d&m drive,0%,0%,
215,-3.902364000000002,d&m drive,0%,0%,
258,-2.957492000000002,d&m drive,0%,0%,
301,-2.1249500000000054,d&m drive,0%,0%,
345,-1.8546210000000016,d&m drive,0%,0%,
388,-1.3439830000000015,d&m drive,0%,0%,
431,-0.888848000000003,d&m drive,0%,0%,
474,-0.6311600000000048,d&m drive,0%,0%,
517,-0.32348,d&m drive,0%,0%,
560,-0.36157700000000403,d&m drive,0%,0%,
603,0,d&m drive,0%,0%,
646,-0.26259900000000513,d&m drive,0%,0%,
689,-0.6539140000000039,d&m drive,0%,0%,
732,-0.4397310000000054,d&m drive,0%,0%,
775,-0.5247679999999981,d&m drive,0%,0%,
818,-0.9333369999999981,d&m drive,0%,0%,
861,-1.1881140000000023,d&m drive,0%,0%,
904,-0.7082240000000048,d&m drive,0%,0%,
947,-0.5299599999999991,d&m drive,0%,0%,
991,-0.9869650000000014,d&m drive,0%,0%,
1034,-0.9576329999999977,d&m drive,0%,0%,
1077,-1.2388450000000013,d&m drive,0%,0%,
1120,-1.3838830000000009,d&m drive,0%,0%,
1163,-0.8069179999999996,d&m drive,0%,0%,
1206,-1.6512640000000012,d&m drive,0%,0%,
1249,-2.508838000000001,d&m drive,0%,0%,
1292,-1.9142860000000006,d&m drive,0%,0%,
1335,-1.4140120000000032,d&m drive,0%,0%,
1378,-2.408656000000004,d&m drive,0%,0%,
1421,-2.369406999999999,d&m drive,0%,0%,
1464,-2.753371000000005,d&m drive,0%,0%,
1507,-2.8226500000000065,d&m drive,0%,0%,
1550,-2.802992000000007,d&m drive,0%,0%,
1593,-3.198882000000001,d&m drive,0%,0%,
1637,-3.5256760000000007,d&m drive,0%,0%,
1680,-3.9401470000000067,d&m drive,0%,0%,
1723,-3.5156310000000026,d&m drive,0%,0%,
1766,-4.017706999999998,d&m drive,0%,0%,
1809,-4.451262000000003,d&m drive,0%,0%,
1852,-4.435759000000001,d&m drive,0%,0%,
1895,-4.613130999999999,d&m drive,0%,0%,
1938,-4.8479940000000035,d&m drive,0%,0%,
1981,-4.691447000000007,d&m drive,0%,0%,
2024,-4.665832000000005,d&m drive,0%,0%,
2067,-5.304965000000006,d&m drive,0%,0%,
2110,-5.170173000000002,d&m drive,0%,0%,
2153,-5.707278000000006,d&m drive,0%,0%,
2196,-5.830562000000004,d&m drive,0%,0%,
2239,-6.158538000000004,d&m drive,0%,0%,
2283,-5.838557000000005,d&m drive,0%,0%,
2326,-6.107752999999999,d&m drive,0%,0%,
2369,-6.357878000000003,d&m drive,0%,0%,
2412,-6.6023200000000095,d&m drive,0%,0%,
2455,-7.215694000000003,d&m drive,0%,0%,
2498,-6.915125,d&m drive,0%,0%,
2541,-6.337561000000004,d&m drive,0%,0%,
2584,-7.1569130000000065,d&m drive,0%,0%,
2627,-7.622729000000003,d&m drive,0%,0%,
2670,-7.5169669999999975,d&m drive,0%,0%,
2713,-7.508716000000003,d&m drive,0%,0%,
2756,-7.597590999999998,d&m drive,0%,0%,
2799,-8.255103000000002,d&m drive,0%,0%,
2842,-8.406966999999998,d&m drive,0%,0%,
2885,-8.375407000000006,d&m drive,0%,0%,
2929,-8.447165000000002,d&m drive,0%,0%,
2972,-9.181922000000004,d&m drive,0%,0%,
3015,-9.016471000000006,d&m drive,0%,0%,
3058,-9.188030000000008,d&m drive,0%,0%,
3101,-9.380908000000002,d&m drive,0%,0%,
3144,-9.077406999999997,d&m drive,0%,0%,
3187,-9.728839000000004,d&m drive,0%,0%,
3230,-9.496356000000002,d&m drive,0%,0%,
3273,-9.726119,d&m drive,0%,0%,
3316,-9.708621000000004,d&m drive,0%,0%,
3359,-9.961524000000008,d&m drive,0%,0%,
3402,-10.534190000000006,d&m drive,0%,0%,
3445,-10.554698000000005,d&m drive,0%,0%,
3488,-10.745532,d&m drive,0%,0%,
3531,-10.800219000000002,d&m drive,0%,0%,
3575,-10.775813000000003,d&m drive,0%,0%,
3618,-10.949050000000003,d&m drive,0%,0%,
3661,-11.402763000000004,d&m drive,0%,0%,
3704,-10.762366000000004,d&m drive,0%,0%,
3747,-11.555400000000002,d&m drive,0%,0%,
3790,-11.044902000000004,d&m drive,0%,0%,
3833,-11.668529000000003,d&m drive,0%,0%,
3876,-11.995978000000004,d&m drive,0%,0%,
3919,-11.953468000000004,d&m drive,0%,0%,
3962,-12.491603000000001,d&m drive,0%,0%,
4005,-12.155906000000005,d&m drive,0%,0%,
4048,-12.513328000000005,d&m drive,0%,0%,
4091,-12.410159000000004,d&m drive,0%,0%,
4134,-12.588443000000002,d&m drive,0%,0%,
4177,-13.052069000000007,d&m drive,0%,0%,
4221,-13.196399000000003,d&m drive,0%,0%,
4264,-13.366210000000006,d&m drive,0%,0%,
4307,-13.518626000000008,d&m drive,0%,0%,
4350,-13.433043000000001,d&m drive,0%,0%,
4393,-13.169929,d&m drive,0%,0%,
4436,-13.723769,d&m drive,0%,0%,
4479,-13.731975000000002,d&m drive,0%,0%,
4522,-13.919135,d&m drive,0%,0%,
4565,-13.938285000000004,d&m drive,0%,0%,
4608,-14.383757999999997,d&m drive,0%,0%,
4651,-14.549109000000005,d&m drive,0%,0%,
4694,-14.425768999999999,d&m drive,0%,0%,
4737,-14.444366000000006,d&m drive,0%,0%,
4780,-14.620265000000007,d&m drive,0%,0%,
4823,-14.711188000000003,d&m drive,0%,0%,
4867,-14.796656000000002,d&m drive,0%,0%,
4910,-14.605178000000006,d&m drive,0%,0%,
4953,-15.367839,d&m drive,0%,0%,
4996,-14.969683,d&m drive,0%,0%,
5039,-15.214755,d&m drive,0%,0%,
5082,-15.393538000000003,d&m drive,0%,0%,
5125,-15.520534000000001,d&m drive,0%,0%,
5168,-15.391420999999998,d&m drive,0%,0%,
5211,-15.445064000000006,d&m drive,0%,0%,
5254,-16.058894,d&m drive,0%,0%,
5297,-16.190287,d&m drive,0%,0%,
5340,-16.275295000000003,d&m drive,0%,0%,
5383,-16.165824000000004,d&m drive,0%,0%,
5426,-16.63881600000001,d&m drive,0%,0%,
5469,-16.357055000000006,d&m drive,0%,0%,
5513,-16.844348000000007,d&m drive,0%,0%,
5556,-17.05113100000001,d&m drive,0%,0%,
5599,-16.886008000000007,d&m drive,0%,0%,
5642,-17.578298999999998,d&m drive,0%,0%,
5685,-17.213961,d&m drive,0%,0%,
5728,-17.296809,d&m drive,0%,0%,
5771,-17.406679999999998,d&m drive,0%,0%,
5814,-17.130053999999998,d&m drive,0%,0%,
5857,-17.74459700000001,d&m drive,0%,0%,
5900,-17.627731,d&m drive,0%,0%,
5943,-18.13663,d&m drive,0%,0%,
5986,-18.213652,d&m drive,0%,0%,
6029,-18.092784000000005,d&m drive,0%,0%,
6072,-17.817462000000003,d&m drive,0%,0%,
6115,-18.399848000000002,d&m drive,0%,0%,
6158,-18.723312000000004,d&m drive,0%,0%,
6202,-18.664282000000004,d&m drive,0%,0%,
6245,-18.356467000000006,d&m drive,0%,0%,
6288,-18.633865000000004,d&m drive,0%,0%,
6331,-18.799175,d&m drive,0%,0%,
6374,-19.138877000000004,d&m drive,0%,0%,
6417,-19.089019000000004,d&m drive,0%,0%,
6460,-18.913550000000004,d&m drive,0%,0%,
6503,-18.815715000000008,d&m drive,0%,0%,
6546,-19.621631000000004,d&m drive,0%,0%,
6589,-19.208728000000004,d&m drive,0%,0%,
6632,-19.283687000000004,d&m drive,0%,0%,
6675,-19.752647,d&m drive,0%,0%,
6718,-19.749561000000003,d&m drive,0%,0%,
6761,-20.015498000000004,d&m drive,0%,0%,
6804,-19.622310000000002,d&m drive,0%,0%,
6848,-20.291187000000004,d&m drive,0%,0%,
6891,-20.441718000000005,d&m drive,0%,0%,
6934,-20.37146300000001,d&m drive,0%,0%,
6977,-20.364890000000006,d&m drive,0%,0%,
7020,-20.64717,d&m drive,0%,0%,
7063,-19.899551000000006,d&m drive,0%,0%,
7106,-20.608325000000004,d&m drive,0%,0%,
7149,-20.762725,d&m drive,0%,0%,
7192,-20.927547,d&m drive,0%,0%,
7235,-20.643149000000005,d&m drive,0%,0%,
7278,-21.054000000000006,d&m drive,0%,0%,
7321,-20.99509000000001,d&m drive,0%,0%,
7364,-21.280936000000008,d&m drive,0%,0%,
7407,-21.393969000000002,d&m drive,0%,0%,
7450,-21.306693,d&m drive,0%,0%,
7494,-21.143328,d&m drive,0%,0%,
7537,-21.558169000000003,d&m drive,0%,0%,
7580,-21.933905999999997,d&m drive,0%,0%,
7623,-21.734634000000003,d&m drive,0%,0%,
7666,-21.776542000000003,d&m drive,0%,0%,
7709,-21.611942000000003,d&m drive,0%,0%,
7752,-21.941883000000008,d&m drive,0%,0%,
7795,-21.966529000000005,d&m drive,0%,0%,
7838,-21.980460000000004,d&m drive,0%,0%,
7881,-22.444045000000006,d&m drive,0%,0%,
7924,-22.566715,d&m drive,0%,0%,
7967,-22.089576000000005,d&m drive,0%,0%,
8010,-22.899324999999994,d&m drive,0%,0%,
8053,-22.806037,d&m drive,0%,0%,
8096,-22.721725000000003,d&m drive,0%,0%,
8140,-22.705966,d&m drive,0%,0%,
8183,-22.965270000000007,d&m drive,0%,0%,
8226,-22.973697000000005,d&m drive,0%,0%,
8269,-23.101902000000006,d&m drive,0%,0%,
