Frequency,dB,pedal,Tone,Gain
16365.234375,-39.91412199999999,nobels odr-1,50%,0%,
16408.300781,-38.619710999999995,nobels odr-1,50%,0%,
16451.367188,-39.63471799999999,nobels odr-1,50%,0%,
16494.433594,-40.402907,nobels odr-1,50%,0%,
16537.5,-39.595713,nobels odr-1,50%,0%,
16580.566406,-38.840914,nobels odr-1,50%,0%,
16623.632812,-38.49853,nobels odr-1,50%,0%,
16666.699219,-40.493359999999996,nobels odr-1,50%,0%,
16709.765625,-40.27991299999999,nobels odr-1,50%,0%,
16752.832031,-39.888377,nobels odr-1,50%,0%,
16795.898438,-40.531279000000005,nobels odr-1,50%,0%,
16838.964844,-39.467000999999996,nobels odr-1,50%,0%,
16882.03125,-39.783055999999995,nobels odr-1,50%,0%,
16925.097656,-39.79289800000001,nobels odr-1,50%,0%,
16968.164062,-40.462858,nobels odr-1,50%,0%,
17011.230469,-39.397947,nobels odr-1,50%,0%,
17054.296875,-38.50809300000001,nobels odr-1,50%,0%,
17097.363281,-40.001944,nobels odr-1,50%,0%,
17140.429688,-39.623797,nobels odr-1,50%,0%,
17183.496094,-39.303114,nobels odr-1,50%,0%,
17226.5625,-38.90497800000001,nobels odr-1,50%,0%,
17269.628906,-38.162642,nobels odr-1,50%,0%,
17312.695312,-38.614432,nobels odr-1,50%,0%,
17355.761719,-37.299006000000006,nobels odr-1,50%,0%,
17398.828125,-37.681985999999995,nobels odr-1,50%,0%,
17441.894531,-40.18379000000001,nobels odr-1,50%,0%,
17484.960938,-40.220282000000005,nobels odr-1,50%,0%,
17528.027344,-41.892001,nobels odr-1,50%,0%,
17571.09375,-39.341417,nobels odr-1,50%,0%,
17614.160156,-39.85869499999999,nobels odr-1,50%,0%,
17657.226562,-38.985948,nobels odr-1,50%,0%,
17700.292969,-38.925985999999995,nobels odr-1,50%,0%,
17743.359375,-39.98189,nobels odr-1,50%,0%,
17786.425781,-39.912153,nobels odr-1,50%,0%,
17829.492188,-41.024882,nobels odr-1,50%,0%,
17872.558594,-40.51887,nobels odr-1,50%,0%,
17915.625,-39.592482,nobels odr-1,50%,0%,
17958.691406,-38.356089,nobels odr-1,50%,0%,
18001.757812,-38.960356,nobels odr-1,50%,0%,
18044.824219,-40.300867,nobels odr-1,50%,0%,
18087.890625,-39.995867000000004,nobels odr-1,50%,0%,
18130.957031,-40.606286999999995,nobels odr-1,50%,0%,
18174.023438,-40.03265199999999,nobels odr-1,50%,0%,
18217.089844,-39.08523400000001,nobels odr-1,50%,0%,
18260.15625,-40.550264000000006,nobels odr-1,50%,0%,
18303.222656,-40.43878000000001,nobels odr-1,50%,0%,
18346.289062,-40.758219,nobels odr-1,50%,0%,
18389.355469,-39.65082,nobels odr-1,50%,0%,
18432.421875,-38.492288,nobels odr-1,50%,0%,
18475.488281,-39.826556000000004,nobels odr-1,50%,0%,
18518.554688,-40.098546999999996,nobels odr-1,50%,0%,
18561.621094,-40.20069800000001,nobels odr-1,50%,0%,
18604.6875,-41.006817999999996,nobels odr-1,50%,0%,
18647.753906,-40.712111,nobels odr-1,50%,0%,
18690.820312,-41.588011,nobels odr-1,50%,0%,
18733.886719,-39.89577299999999,nobels odr-1,50%,0%,
18776.953125,-40.108118000000005,nobels odr-1,50%,0%,
18820.019531,-40.166734999999996,nobels odr-1,50%,0%,
18863.085938,-39.417002,nobels odr-1,50%,0%,
18906.152344,-40.89167199999999,nobels odr-1,50%,0%,
18949.21875,-39.848254000000004,nobels odr-1,50%,0%,
18992.285156,-39.39994599999999,nobels odr-1,50%,0%,
19035.351562,-40.859544,nobels odr-1,50%,0%,
19078.417969,-40.798815,nobels odr-1,50%,0%,
19121.484375,-41.199911,nobels odr-1,50%,0%,
19164.550781,-40.159616,nobels odr-1,50%,0%,
19207.617188,-40.999615999999996,nobels odr-1,50%,0%,
19250.683594,-40.29834999999999,nobels odr-1,50%,0%,
19293.75,-39.440707,nobels odr-1,50%,0%,
19336.816406,-40.94550199999999,nobels odr-1,50%,0%,
19379.882812,-40.980951,nobels odr-1,50%,0%,
19422.949219,-41.772555,nobels odr-1,50%,0%,
19466.015625,-41.610822999999996,nobels odr-1,50%,0%,
19509.082031,-41.176947,nobels odr-1,50%,0%,
19552.148438,-41.316031,nobels odr-1,50%,0%,
19595.214844,-40.821829,nobels odr-1,50%,0%,
19638.28125,-41.08021,nobels odr-1,50%,0%,
19681.347656,-40.736609,nobels odr-1,50%,0%,
19724.414062,-40.646975000000005,nobels odr-1,50%,0%,
19767.480469,-41.978109999999994,nobels odr-1,50%,0%,
19810.546875,-40.474855000000005,nobels odr-1,50%,0%,
19853.613281,-40.804491,nobels odr-1,50%,0%,
19896.679688,-40.581559999999996,nobels odr-1,50%,0%,
19939.746094,-40.64431199999999,nobels odr-1,50%,0%,
19982.8125,-41.69697,nobels odr-1,50%,0%,
43.066406,-18.55434,nobels odr-1,75%,0%,
86.132812,-16.896652,nobels odr-1,75%,0%,
129.199219,-16.591316999999997,nobels odr-1,75%,0%,
172.265625,-16.596994,nobels odr-1,75%,0%,
215.332031,-16.885865,nobels odr-1,75%,0%,
258.398438,-15.57582,nobels odr-1,75%,0%,
301.464844,-15.120856,nobels odr-1,75%,0%,
344.53125,-14.414836999999999,nobels odr-1,75%,0%,
387.597656,-14.113740999999997,nobels odr-1,75%,0%,
430.664062,-13.156407999999999,nobels odr-1,75%,0%,
473.730469,-12.493514999999999,nobels odr-1,75%,0%,
516.796875,-12.120190000000001,nobels odr-1,75%,0%,
559.863281,-8.488983999999999,nobels odr-1,75%,0%,
602.929688,-7.111678999999999,nobels odr-1,75%,0%,
645.996094,-6.188203999999999,nobels odr-1,75%,0%,
689.0625,-3.603268,nobels odr-1,75%,0%,
732.128906,-1.6720910000000018,nobels odr-1,75%,0%,
775.195312,0,nobels odr-1,75%,0%,
818.261719,-0.17331700000000083,nobels odr-1,75%,0%,
861.328125,-1.6905769999999976,nobels odr-1,75%,0%,
904.394531,-2.728676,nobels odr-1,75%,0%,
947.460938,-3.550288000000002,nobels odr-1,75%,0%,
990.527344,-4.736522000000001,nobels odr-1,75%,0%,
1033.59375,-6.382577999999999,nobels odr-1,75%,0%,
1076.660156,-5.921973999999999,nobels odr-1,75%,0%,
1119.726562,-6.921064000000001,nobels odr-1,75%,0%,
1162.792969,-6.309453000000001,nobels odr-1,75%,0%,
1205.859375,-6.979364999999998,nobels odr-1,75%,0%,
1248.925781,-8.837606000000001,nobels odr-1,75%,0%,
1291.992188,-8.685094,nobels odr-1,75%,0%,
1335.058594,-9.242227999999997,nobels odr-1,75%,0%,
1378.125,-9.817949000000002,nobels odr-1,75%,0%,
1421.191406,-9.480418,nobels odr-1,75%,0%,
1464.257812,-10.686722,nobels odr-1,75%,0%,
1507.324219,-9.002789,nobels odr-1,75%,0%,
1550.390625,-9.060790999999998,nobels odr-1,75%,0%,
1593.457031,-9.273826999999997,nobels odr-1,75%,0%,
1636.523438,-10.553757000000001,nobels odr-1,75%,0%,
1679.589844,-12.812469,nobels odr-1,75%,0%,
1722.65625,-11.328958,nobels odr-1,75%,0%,
1765.722656,-12.443298999999996,nobels odr-1,75%,0%,
1808.789062,-13.724340000000002,nobels odr-1,75%,0%,
1851.855469,-13.404204000000004,nobels odr-1,75%,0%,
1894.921875,-14.102032000000001,nobels odr-1,75%,0%,
1937.988281,-12.007471000000002,nobels odr-1,75%,0%,
1981.054688,-13.53425,nobels odr-1,75%,0%,
2024.121094,-13.127688000000003,nobels odr-1,75%,0%,
2067.1875,-12.860914000000001,nobels odr-1,75%,0%,
2110.253906,-13.479059999999997,nobels odr-1,75%,0%,
2153.320312,-12.740658,nobels odr-1,75%,0%,
2196.386719,-14.04504,nobels odr-1,75%,0%,
2239.453125,-14.218261999999996,nobels odr-1,75%,0%,
2282.519531,-13.770707999999996,nobels odr-1,75%,0%,
2325.585938,-15.123500999999997,nobels odr-1,75%,0%,
2368.652344,-14.600155,nobels odr-1,75%,0%,
2411.71875,-16.217904999999995,nobels odr-1,75%,0%,
2454.785156,-14.805511000000003,nobels odr-1,75%,0%,
2497.851562,-15.119980000000002,nobels odr-1,75%,0%,
2540.917969,-16.124697000000005,nobels odr-1,75%,0%,
2583.984375,-16.403934999999997,nobels odr-1,75%,0%,
2627.050781,-19.20537,nobels odr-1,75%,0%,
2670.117188,-17.249198999999997,nobels odr-1,75%,0%,
2713.183594,-17.208427999999998,nobels odr-1,75%,0%,
2756.25,-16.604797,nobels odr-1,75%,0%,
2799.316406,-16.201058,nobels odr-1,75%,0%,
2842.382812,-18.665602000000003,nobels odr-1,75%,0%,
2885.449219,-17.543818999999996,nobels odr-1,75%,0%,
2928.515625,-18.089331,nobels odr-1,75%,0%,
2971.582031,-17.999965999999997,nobels odr-1,75%,0%,
3014.648438,-17.756007999999998,nobels odr-1,75%,0%,
3057.714844,-19.886124000000002,nobels odr-1,75%,0%,
3100.78125,-18.308829999999997,nobels odr-1,75%,0%,
3143.847656,-18.803845,nobels odr-1,75%,0%,
3186.914062,-20.179709000000003,nobels odr-1,75%,0%,
3229.980469,-19.729489,nobels odr-1,75%,0%,
3273.046875,-18.672915999999997,nobels odr-1,75%,0%,
3316.113281,-17.441585999999997,nobels odr-1,75%,0%,
3359.179688,-19.319682999999994,nobels odr-1,75%,0%,
3402.246094,-20.582268000000003,nobels odr-1,75%,0%,
3445.3125,-20.763938999999997,nobels odr-1,75%,0%,
3488.378906,-21.412774000000002,nobels odr-1,75%,0%,
3531.445312,-19.482075,nobels odr-1,75%,0%,
3574.511719,-21.412854,nobels odr-1,75%,0%,
3617.578125,-21.175743,nobels odr-1,75%,0%,
3660.644531,-21.267163,nobels odr-1,75%,0%,
3703.710938,-22.275505,nobels odr-1,75%,0%,
3746.777344,-21.047828999999997,nobels odr-1,75%,0%,
3789.84375,-21.961194000000003,nobels odr-1,75%,0%,
3832.910156,-22.43346,nobels odr-1,75%,0%,
3875.976562,-22.174595,nobels odr-1,75%,0%,
3919.042969,-22.630592999999994,nobels odr-1,75%,0%,
3962.109375,-21.963463,nobels odr-1,75%,0%,
4005.175781,-22.904599,nobels odr-1,75%,0%,
4048.242188,-23.476243,nobels odr-1,75%,0%,
4091.308594,-24.461056000000003,nobels odr-1,75%,0%,
4134.375,-22.890332000000004,nobels odr-1,75%,0%,
4177.441406,-22.589767999999996,nobels odr-1,75%,0%,
4220.507812,-25.130969999999994,nobels odr-1,75%,0%,
4263.574219,-23.408607999999997,nobels odr-1,75%,0%,
4306.640625,-24.873162000000004,nobels odr-1,75%,0%,
4349.707031,-25.462494000000003,nobels odr-1,75%,0%,
4392.773438,-24.925167,nobels odr-1,75%,0%,
4435.839844,-24.686196,nobels odr-1,75%,0%,
4478.90625,-23.528248,nobels odr-1,75%,0%,
4521.972656,-24.609574,nobels odr-1,75%,0%,
4565.039062,-26.404228999999997,nobels odr-1,75%,0%,
4608.105469,-26.291259999999998,nobels odr-1,75%,0%,
4651.171875,-25.578793,nobels odr-1,75%,0%,
4694.238281,-25.348187,nobels odr-1,75%,0%,
4737.304688,-26.8503,nobels odr-1,75%,0%,
4780.371094,-26.412522000000006,nobels odr-1,75%,0%,
4823.4375,-26.762086,nobels odr-1,75%,0%,
4866.503906,-26.453177999999998,nobels odr-1,75%,0%,
4909.570312,-26.577088,nobels odr-1,75%,0%,
4952.636719,-29.298408999999996,nobels odr-1,75%,0%,
4995.703125,-26.258446000000003,nobels odr-1,75%,0%,
5038.769531,-25.932743,nobels odr-1,75%,0%,
5081.835938,-27.256736999999998,nobels odr-1,75%,0%,
5124.902344,-27.765714000000006,nobels odr-1,75%,0%,
5167.96875,-29.727653,nobels odr-1,75%,0%,
5211.035156,-28.512772000000002,nobels odr-1,75%,0%,
5254.101562,-29.526901999999996,nobels odr-1,75%,0%,
5297.167969,-27.974147999999996,nobels odr-1,75%,0%,
5340.234375,-27.308902999999997,nobels odr-1,75%,0%,
5383.300781,-28.211972,nobels odr-1,75%,0%,
5426.367188,-27.108467,nobels odr-1,75%,0%,
5469.433594,-28.254662,nobels odr-1,75%,0%,
5512.5,-28.381630999999995,nobels odr-1,75%,0%,
5555.566406,-28.257012,nobels odr-1,75%,0%,
5598.632812,-29.295540000000006,nobels odr-1,75%,0%,
5641.699219,-28.587895,nobels odr-1,75%,0%,
5684.765625,-28.749966000000004,nobels odr-1,75%,0%,
5727.832031,-29.676948999999997,nobels odr-1,75%,0%,
5770.898438,-29.817494,nobels odr-1,75%,0%,
5813.964844,-29.695979999999995,nobels odr-1,75%,0%,
5857.03125,-29.322743,nobels odr-1,75%,0%,
5900.097656,-30.969365,nobels odr-1,75%,0%,
5943.164062,-29.703163,nobels odr-1,75%,0%,
5986.230469,-30.3195,nobels odr-1,75%,0%,
6029.296875,-31.207005,nobels odr-1,75%,0%,
6072.363281,-30.386604000000002,nobels odr-1,75%,0%,
6115.429688,-31.503006000000003,nobels odr-1,75%,0%,
6158.496094,-30.344548,nobels odr-1,75%,0%,
6201.5625,-30.222401,nobels odr-1,75%,0%,
6244.628906,-30.652846999999998,nobels odr-1,75%,0%,
6287.695312,-30.230171000000002,nobels odr-1,75%,0%,
6330.761719,-31.840529999999998,nobels odr-1,75%,0%,
6373.828125,-31.383095,nobels odr-1,75%,0%,
6416.894531,-32.763039000000006,nobels odr-1,75%,0%,
6459.960938,-32.18990000000001,nobels odr-1,75%,0%,
6503.027344,-32.151082,nobels odr-1,75%,0%,
6546.09375,-33.306557,nobels odr-1,75%,0%,
6589.160156,-32.30091900000001,nobels odr-1,75%,0%,
6632.226562,-33.228218999999996,nobels odr-1,75%,0%,
6675.292969,-32.553826,nobels odr-1,75%,0%,
6718.359375,-32.708916,nobels odr-1,75%,0%,
6761.425781,-33.351513,nobels odr-1,75%,0%,
6804.492188,-32.68497500000001,nobels odr-1,75%,0%,
6847.558594,-34.110417,nobels odr-1,75%,0%,
6890.625,-32.67855800000001,nobels odr-1,75%,0%,
6933.691406,-32.254940000000005,nobels odr-1,75%,0%,
6976.757812,-32.978179999999995,nobels odr-1,75%,0%,
7019.824219,-32.651000999999994,nobels odr-1,75%,0%,
7062.890625,-34.031377000000006,nobels odr-1,75%,0%,
7105.957031,-34.00353700000001,nobels odr-1,75%,0%,
7149.023438,-34.89759500000001,nobels odr-1,75%,0%,
7192.089844,-33.872822,nobels odr-1,75%,0%,
7235.15625,-33.76403099999999,nobels odr-1,75%,0%,
7278.222656,-35.41082,nobels odr-1,75%,0%,
7321.289062,-33.834866000000005,nobels odr-1,75%,0%,
7364.355469,-33.90800499999999,nobels odr-1,75%,0%,
7407.421875,-33.83688400000001,nobels odr-1,75%,0%,
7450.488281,-33.47091399999999,nobels odr-1,75%,0%,
7493.554688,-34.546937,nobels odr-1,75%,0%,
7536.621094,-33.679574,nobels odr-1,75%,0%,
7579.6875,-34.851708,nobels odr-1,75%,0%,
7622.753906,-33.09851499999999,nobels odr-1,75%,0%,
7665.820312,-32.99739899999999,nobels odr-1,75%,0%,
7708.886719,-33.634114,nobels odr-1,75%,0%,
7751.953125,-34.028912000000005,nobels odr-1,75%,0%,
7795.019531,-35.97708900000001,nobels odr-1,75%,0%,
7838.085938,-34.38113799999999,nobels odr-1,75%,0%,
7881.152344,-35.408412999999996,nobels odr-1,75%,0%,
7924.21875,-36.510998,nobels odr-1,75%,0%,
7967.285156,-34.65178300000001,nobels odr-1,75%,0%,
8010.351562,-34.779286,nobels odr-1,75%,0%,
8053.417969,-35.652726,nobels odr-1,75%,0%,
8096.484375,-35.964574,nobels odr-1,75%,0%,
8139.550781,-35.763531,nobels odr-1,75%,0%,
8182.617188,-34.826401000000004,nobels odr-1,75%,0%,
8225.683594,-35.120243,nobels odr-1,75%,0%,
8268.75,-35.939175000000006,nobels odr-1,75%,0%,
8311.816406,-36.859547000000006,nobels odr-1,75%,0%,
8354.882812,-36.17229499999999,nobels odr-1,75%,0%,
8397.949219,-34.974907,nobels odr-1,75%,0%,
8441.015625,-36.65342699999999,nobels odr-1,75%,0%,
8484.082031,-35.32222,nobels odr-1,75%,0%,
8527.148438,-36.105565,nobels odr-1,75%,0%,
8570.214844,-35.15889,nobels odr-1,75%,0%,
8613.28125,-35.481712,nobels odr-1,75%,0%,
8656.347656,-36.523335,nobels odr-1,75%,0%,
8699.414062,-35.014897000000005,nobels odr-1,75%,0%,
8742.480469,-36.114247000000006,nobels odr-1,75%,0%,
8785.546875,-36.26803199999999,nobels odr-1,75%,0%,
8828.613281,-36.024743,nobels odr-1,75%,0%,
8871.679688,-36.780018,nobels odr-1,75%,0%,
8914.746094,-36.153760000000005,nobels odr-1,75%,0%,
8957.8125,-37.311156999999994,nobels odr-1,75%,0%,
9000.878906,-37.63889,nobels odr-1,75%,0%,
9043.945312,-37.490094,nobels odr-1,75%,0%,
9087.011719,-36.384129,nobels odr-1,75%,0%,
9130.078125,-36.165375,nobels odr-1,75%,0%,
9173.144531,-37.89381800000001,nobels odr-1,75%,0%,
9216.210938,-37.376403999999994,nobels odr-1,75%,0%,
9259.277344,-38.241169,nobels odr-1,75%,0%,
9302.34375,-36.439724,nobels odr-1,75%,0%,
9345.410156,-36.27309899999999,nobels odr-1,75%,0%,
9388.476562,-38.11791600000001,nobels odr-1,75%,0%,
9431.542969,-37.331783,nobels odr-1,75%,0%,
9474.609375,-38.002785,nobels odr-1,75%,0%,
9517.675781,-37.32221199999999,nobels odr-1,75%,0%,
9560.742188,-37.364436999999995,nobels odr-1,75%,0%,
9603.808594,-38.48157499999999,nobels odr-1,75%,0%,
9646.875,-36.50066799999999,nobels odr-1,75%,0%,
9689.941406,-37.083541999999994,nobels odr-1,75%,0%,
9733.007812,-37.056027,nobels odr-1,75%,0%,
9776.074219,-36.77879,nobels odr-1,75%,0%,
9819.140625,-37.210364999999996,nobels odr-1,75%,0%,
9862.207031,-36.071205000000006,nobels odr-1,75%,0%,
9905.273438,-37.45120600000001,nobels odr-1,75%,0%,
9948.339844,-38.120541,nobels odr-1,75%,0%,
9991.40625,-38.278245,nobels odr-1,75%,0%,
10034.472656,-38.466778000000005,nobels odr-1,75%,0%,
10077.539062,-37.069069,nobels odr-1,75%,0%,
10120.605469,-38.12518700000001,nobels odr-1,75%,0%,
10163.671875,-37.941083000000006,nobels odr-1,75%,0%,
10206.738281,-38.551131999999996,nobels odr-1,75%,0%,
10249.804688,-38.83236000000001,nobels odr-1,75%,0%,
10292.871094,-37.108765000000005,nobels odr-1,75%,0%,
10335.9375,-38.171372000000005,nobels odr-1,75%,0%,
10379.003906,-37.887493000000006,nobels odr-1,75%,0%,
10422.070312,-37.80140299999999,nobels odr-1,75%,0%,
10465.136719,-38.735218,nobels odr-1,75%,0%,
10508.203125,-38.56720299999999,nobels odr-1,75%,0%,
10551.269531,-38.107438,nobels odr-1,75%,0%,
10594.335938,-37.732265999999996,nobels odr-1,75%,0%,
10637.402344,-39.32642799999999,nobels odr-1,75%,0%,
10680.46875,-37.406593,nobels odr-1,75%,0%,
10723.535156,-36.92897500000001,nobels odr-1,75%,0%,
10766.601562,-38.026298999999995,nobels odr-1,75%,0%,
10809.667969,-38.343014,nobels odr-1,75%,0%,
10852.734375,-39.591651999999996,nobels odr-1,75%,0%,
10895.800781,-37.746617,nobels odr-1,75%,0%,
10938.867188,-37.443803,nobels odr-1,75%,0%,
10981.933594,-39.22731,nobels odr-1,75%,0%,
11025,-38.005944,nobels odr-1,75%,0%,
11068.066406,-37.867474,nobels odr-1,75%,0%,
11111.132812,-38.471492999999995,nobels odr-1,75%,0%,
11154.199219,-39.367249,nobels odr-1,75%,0%,
11197.265625,-38.42047099999999,nobels odr-1,75%,0%,
11240.332031,-37.604191,nobels odr-1,75%,0%,
11283.398438,-38.839257,nobels odr-1,75%,0%,
11326.464844,-39.64280000000001,nobels odr-1,75%,0%,
11369.53125,-40.356621000000004,nobels odr-1,75%,0%,
11412.597656,-39.60737999999999,nobels odr-1,75%,0%,
11455.664062,-38.73361200000001,nobels odr-1,75%,0%,
11498.730469,-38.93258300000001,nobels odr-1,75%,0%,
11541.796875,-36.823971,nobels odr-1,75%,0%,
11584.863281,-37.237916,nobels odr-1,75%,0%,
11627.929688,-38.207375,nobels odr-1,75%,0%,
11670.996094,-38.38726799999999,nobels odr-1,75%,0%,
11714.0625,-40.492226,nobels odr-1,75%,0%,
11757.128906,-38.992924,nobels odr-1,75%,0%,
11800.195312,-38.776967,nobels odr-1,75%,0%,
11843.261719,-39.68547100000001,nobels odr-1,75%,0%,
11886.328125,-39.726181,nobels odr-1,75%,0%,
11929.394531,-39.784313,nobels odr-1,75%,0%,
11972.460938,-38.879009999999994,nobels odr-1,75%,0%,
12015.527344,-39.228222,nobels odr-1,75%,0%,
12058.59375,-38.442032,nobels odr-1,75%,0%,
12101.660156,-38.716363,nobels odr-1,75%,0%,
12144.726562,-39.54605600000001,nobels odr-1,75%,0%,
12187.792969,-38.39627499999999,nobels odr-1,75%,0%,
12230.859375,-39.572877000000005,nobels odr-1,75%,0%,
12273.925781,-39.592274,nobels odr-1,75%,0%,
12316.992188,-39.58171499999999,nobels odr-1,75%,0%,
12360.058594,-38.03336,nobels odr-1,75%,0%,
12403.125,-37.590119,nobels odr-1,75%,0%,
12446.191406,-39.370723999999996,nobels odr-1,75%,0%,
12489.257812,-38.99975599999999,nobels odr-1,75%,0%,
12532.324219,-40.110958999999994,nobels odr-1,75%,0%,
12575.390625,-40.200565,nobels odr-1,75%,0%,
12618.457031,-39.238136,nobels odr-1,75%,0%,
12661.523438,-39.536057,nobels odr-1,75%,0%,
12704.589844,-39.500339999999994,nobels odr-1,75%,0%,
12747.65625,-40.68982700000001,nobels odr-1,75%,0%,
12790.722656,-39.356449999999995,nobels odr-1,75%,0%,
12833.789062,-38.36866499999999,nobels odr-1,75%,0%,
12876.855469,-40.174339,nobels odr-1,75%,0%,
12919.921875,-38.487618,nobels odr-1,75%,0%,
12962.988281,-38.79264499999999,nobels odr-1,75%,0%,
13006.054688,-39.692406000000005,nobels odr-1,75%,0%,
13049.121094,-40.212498,nobels odr-1,75%,0%,
13092.1875,-41.166622000000004,nobels odr-1,75%,0%,
13135.253906,-39.102824999999996,nobels odr-1,75%,0%,
13178.320312,-39.318794999999994,nobels odr-1,75%,0%,
13221.386719,-39.730103,nobels odr-1,75%,0%,
13264.453125,-39.934726999999995,nobels odr-1,75%,0%,
13307.519531,-39.706481999999994,nobels odr-1,75%,0%,
13350.585938,-38.743793999999994,nobels odr-1,75%,0%,
13393.652344,-39.743065,nobels odr-1,75%,0%,
13436.71875,-38.650825999999995,nobels odr-1,75%,0%,
13479.785156,-38.77150399999999,nobels odr-1,75%,0%,
13522.851562,-39.214470000000006,nobels odr-1,75%,0%,
13565.917969,-39.404099,nobels odr-1,75%,0%,
13608.984375,-39.99889399999999,nobels odr-1,75%,0%,
13652.050781,-39.33582399999999,nobels odr-1,75%,0%,
13695.117188,-40.355034,nobels odr-1,75%,0%,
13738.183594,-39.36033699999999,nobels odr-1,75%,0%,
13781.25,-38.518845,nobels odr-1,75%,0%,
13824.316406,-38.889183,nobels odr-1,75%,0%,
13867.382812,-39.517708,nobels odr-1,75%,0%,
13910.449219,-40.340412,nobels odr-1,75%,0%,
13953.515625,-38.42384,nobels odr-1,75%,0%,
13996.582031,-38.37340999999999,nobels odr-1,75%,0%,
14039.648438,-39.91404800000001,nobels odr-1,75%,0%,
14082.714844,-39.04668099999999,nobels odr-1,75%,0%,
14125.78125,-40.20557099999999,nobels odr-1,75%,0%,
14168.847656,-39.22511,nobels odr-1,75%,0%,
14211.914062,-39.359489999999994,nobels odr-1,75%,0%,
14254.980469,-39.31621200000001,nobels odr-1,75%,0%,
14298.046875,-39.573018000000005,nobels odr-1,75%,0%,
14341.113281,-41.21567900000001,nobels odr-1,75%,0%,
14384.179688,-38.30103,nobels odr-1,75%,0%,
14427.246094,-38.47792100000001,nobels odr-1,75%,0%,
14470.3125,-41.001424,nobels odr-1,75%,0%,
14513.378906,-39.165288000000004,nobels odr-1,75%,0%,
14556.445312,-39.68227400000001,nobels odr-1,75%,0%,
14599.511719,-39.33492,nobels odr-1,75%,0%,
14642.578125,-39.682469,nobels odr-1,75%,0%,
14685.644531,-39.00613,nobels odr-1,75%,0%,
14728.710938,-38.872124,nobels odr-1,75%,0%,
14771.777344,-40.861497,nobels odr-1,75%,0%,
14814.84375,-39.76867299999999,nobels odr-1,75%,0%,
14857.910156,-40.027749,nobels odr-1,75%,0%,
14900.976562,-40.276168999999996,nobels odr-1,75%,0%,
14944.042969,-39.846481999999995,nobels odr-1,75%,0%,
14987.109375,-41.353050999999994,nobels odr-1,75%,0%,
15030.175781,-41.075396999999995,nobels odr-1,75%,0%,
15073.242188,-42.35882599999999,nobels odr-1,75%,0%,
15116.308594,-41.84250300000001,nobels odr-1,75%,0%,
15159.375,-40.715717999999995,nobels odr-1,75%,0%,
15202.441406,-39.71029700000001,nobels odr-1,75%,0%,
15245.507812,-39.54417099999999,nobels odr-1,75%,0%,
15288.574219,-40.70534900000001,nobels odr-1,75%,0%,
15331.640625,-39.293530000000004,nobels odr-1,75%,0%,
15374.707031,-39.68744699999999,nobels odr-1,75%,0%,
15417.773438,-41.663349999999994,nobels odr-1,75%,0%,
15460.839844,-40.713368,nobels odr-1,75%,0%,
15503.90625,-41.226253,nobels odr-1,75%,0%,
15546.972656,-40.649479,nobels odr-1,75%,0%,
15590.039062,-40.654011,nobels odr-1,75%,0%,
15633.105469,-41.123622999999995,nobels odr-1,75%,0%,
15676.171875,-39.982136,nobels odr-1,75%,0%,
15719.238281,-40.548935,nobels odr-1,75%,0%,
15762.304688,-40.66149899999999,nobels odr-1,75%,0%,
15805.371094,-40.872426000000004,nobels odr-1,75%,0%,
15848.4375,-40.728345000000004,nobels odr-1,75%,0%,
15891.503906,-40.39466899999999,nobels odr-1,75%,0%,
15934.570312,-41.85934499999999,nobels odr-1,75%,0%,
15977.636719,-40.49454899999999,nobels odr-1,75%,0%,
16020.703125,-40.378579,nobels odr-1,75%,0%,
16063.769531,-40.29090099999999,nobels odr-1,75%,0%,
16106.835938,-40.429501,nobels odr-1,75%,0%,
16149.902344,-41.678033,nobels odr-1,75%,0%,
16192.96875,-40.679421000000005,nobels odr-1,75%,0%,
16236.035156,-40.62043100000001,nobels odr-1,75%,0%,
16279.101562,-41.24716600000001,nobels odr-1,75%,0%,
16322.167969,-40.555927,nobels odr-1,75%,0%,
16365.234375,-40.694153,nobels odr-1,75%,0%,
16408.300781,-40.134788,nobels odr-1,75%,0%,
16451.367188,-40.847176000000005,nobels odr-1,75%,0%,
16494.433594,-41.32510500000001,nobels odr-1,75%,0%,
16537.5,-40.81831,nobels odr-1,75%,0%,
16580.566406,-40.510075,nobels odr-1,75%,0%,
16623.632812,-40.588307,nobels odr-1,75%,0%,
16666.699219,-41.95500200000001,nobels odr-1,75%,0%,
16709.765625,-42.188683,nobels odr-1,75%,0%,
16752.832031,-41.299488999999994,nobels odr-1,75%,0%,
16795.898438,-42.30246799999999,nobels odr-1,75%,0%,
16838.964844,-40.86427300000001,nobels odr-1,75%,0%,
16882.03125,-41.43639399999999,nobels odr-1,75%,0%,
16925.097656,-41.34455100000001,nobels odr-1,75%,0%,
16968.164062,-41.096344,nobels odr-1,75%,0%,
17011.230469,-40.756844,nobels odr-1,75%,0%,
17054.296875,-40.454255,nobels odr-1,75%,0%,
17097.363281,-41.96122799999999,nobels odr-1,75%,0%,
17140.429688,-41.066677,nobels odr-1,75%,0%,
17183.496094,-41.204773999999986,nobels odr-1,75%,0%,
17226.5625,-40.749669,nobels odr-1,75%,0%,
17269.628906,-39.803422,nobels odr-1,75%,0%,
17312.695312,-39.66242299999999,nobels odr-1,75%,0%,
17355.761719,-38.936177,nobels odr-1,75%,0%,
