Frequency,dB,pedal,Tone,Gain
10852.734375,-9.031083999999996,morning glory,25%,100%,
10895.800781,-9.400163999999993,morning glory,25%,100%,
10938.867188,-9.411264,morning glory,25%,100%,
10981.933594,-9.477215999999995,morning glory,25%,100%,
11025,-9.247971999999994,morning glory,25%,100%,
11068.066406,-9.067800000000002,morning glory,25%,100%,
11111.132812,-9.656510999999998,morning glory,25%,100%,
11154.199219,-9.817509999999995,morning glory,25%,100%,
11197.265625,-9.812718999999998,morning glory,25%,100%,
11240.332031,-9.465809999999994,morning glory,25%,100%,
11283.398438,-9.727406999999996,morning glory,25%,100%,
11326.464844,-9.585400999999994,morning glory,25%,100%,
11369.53125,-9.897415999999996,morning glory,25%,100%,
11412.597656,-9.677598999999997,morning glory,25%,100%,
11455.664062,-10.076073999999995,morning glory,25%,100%,
11498.730469,-10.270116999999995,morning glory,25%,100%,
11541.796875,-9.952702999999996,morning glory,25%,100%,
11584.863281,-9.555567,morning glory,25%,100%,
11627.929688,-10.108693999999996,morning glory,25%,100%,
11670.996094,-10.542847999999996,morning glory,25%,100%,
11714.0625,-10.376591999999999,morning glory,25%,100%,
11757.128906,-10.371045999999996,morning glory,25%,100%,
11800.195312,-9.981915999999995,morning glory,25%,100%,
11843.261719,-9.966336999999992,morning glory,25%,100%,
11886.328125,-10.507715000000001,morning glory,25%,100%,
11929.394531,-10.083997,morning glory,25%,100%,
11972.460938,-10.139841,morning glory,25%,100%,
12015.527344,-10.061867999999993,morning glory,25%,100%,
12058.59375,-10.770378999999995,morning glory,25%,100%,
12101.660156,-11.116173999999997,morning glory,25%,100%,
12144.726562,-10.482167999999998,morning glory,25%,100%,
12187.792969,-10.690308999999996,morning glory,25%,100%,
12230.859375,-11.040364999999998,morning glory,25%,100%,
12273.925781,-10.922002000000003,morning glory,25%,100%,
12316.992188,-10.518418999999998,morning glory,25%,100%,
12360.058594,-10.819433,morning glory,25%,100%,
12403.125,-10.773542000000003,morning glory,25%,100%,
12446.191406,-10.487202999999997,morning glory,25%,100%,
12489.257812,-10.968633,morning glory,25%,100%,
12532.324219,-11.124223999999995,morning glory,25%,100%,
12575.390625,-11.019151999999995,morning glory,25%,100%,
12618.457031,-10.985558999999999,morning glory,25%,100%,
12661.523438,-11.146729999999994,morning glory,25%,100%,
12704.589844,-11.449181999999997,morning glory,25%,100%,
12747.65625,-11.402558000000003,morning glory,25%,100%,
12790.722656,-11.406548999999995,morning glory,25%,100%,
12833.789062,-11.40241,morning glory,25%,100%,
12876.855469,-11.457039999999996,morning glory,25%,100%,
12919.921875,-11.400628999999999,morning glory,25%,100%,
12962.988281,-11.486923999999998,morning glory,25%,100%,
13006.054688,-11.552594999999993,morning glory,25%,100%,
13049.121094,-11.293237000000001,morning glory,25%,100%,
13092.1875,-11.867940999999998,morning glory,25%,100%,
13135.253906,-11.655335999999995,morning glory,25%,100%,
13178.320312,-11.065476999999998,morning glory,25%,100%,
13221.386719,-11.533921999999993,morning glory,25%,100%,
13264.453125,-11.640820999999999,morning glory,25%,100%,
13307.519531,-11.953957999999997,morning glory,25%,100%,
13350.585938,-11.710027,morning glory,25%,100%,
13393.652344,-11.899971999999995,morning glory,25%,100%,
13436.71875,-12.210629999999998,morning glory,25%,100%,
13479.785156,-12.165262000000002,morning glory,25%,100%,
13522.851562,-12.244427999999996,morning glory,25%,100%,
13565.917969,-12.209169,morning glory,25%,100%,
13608.984375,-11.980851999999995,morning glory,25%,100%,
13652.050781,-12.239434,morning glory,25%,100%,
13695.117188,-11.947034999999996,morning glory,25%,100%,
13738.183594,-12.293313000000001,morning glory,25%,100%,
13781.25,-12.310251000000004,morning glory,25%,100%,
13824.316406,-12.220201,morning glory,25%,100%,
13867.382812,-12.414414999999995,morning glory,25%,100%,
13910.449219,-12.597485999999993,morning glory,25%,100%,
13953.515625,-12.714208000000003,morning glory,25%,100%,
13996.582031,-12.602891000000003,morning glory,25%,100%,
14039.648438,-12.328790999999999,morning glory,25%,100%,
14082.714844,-12.637612999999998,morning glory,25%,100%,
14125.78125,-12.651712,morning glory,25%,100%,
14168.847656,-12.007760000000001,morning glory,25%,100%,
14211.914062,-12.019250999999993,morning glory,25%,100%,
14254.980469,-12.110723000000004,morning glory,25%,100%,
14298.046875,-12.615824,morning glory,25%,100%,
14341.113281,-12.655182999999997,morning glory,25%,100%,
14384.179688,-12.953282999999995,morning glory,25%,100%,
14427.246094,-12.804554999999997,morning glory,25%,100%,
14470.3125,-13.401819,morning glory,25%,100%,
14513.378906,-13.26631,morning glory,25%,100%,
14556.445312,-13.246125999999993,morning glory,25%,100%,
14599.511719,-13.000771999999994,morning glory,25%,100%,
14642.578125,-12.993241999999999,morning glory,25%,100%,
14685.644531,-12.838525,morning glory,25%,100%,
14728.710938,-12.732418999999997,morning glory,25%,100%,
14771.777344,-13.020436999999998,morning glory,25%,100%,
14814.84375,-13.598492999999994,morning glory,25%,100%,
14857.910156,-13.760465,morning glory,25%,100%,
14900.976562,-13.929501999999996,morning glory,25%,100%,
14944.042969,-13.456983999999995,morning glory,25%,100%,
14987.109375,-13.608006999999997,morning glory,25%,100%,
15030.175781,-13.537046,morning glory,25%,100%,
15073.242188,-13.496590999999992,morning glory,25%,100%,
15116.308594,-13.845662999999998,morning glory,25%,100%,
15159.375,-13.786835999999997,morning glory,25%,100%,
15202.441406,-13.528257,morning glory,25%,100%,
15245.507812,-13.360757000000003,morning glory,25%,100%,
15288.574219,-13.783897999999997,morning glory,25%,100%,
15331.640625,-13.321180000000002,morning glory,25%,100%,
15374.707031,-14.098963000000001,morning glory,25%,100%,
15417.773438,-14.137376999999997,morning glory,25%,100%,
15460.839844,-13.797529,morning glory,25%,100%,
15503.90625,-13.893185999999996,morning glory,25%,100%,
15546.972656,-13.899435,morning glory,25%,100%,
15590.039062,-13.782651999999995,morning glory,25%,100%,
15633.105469,-13.689938999999999,morning glory,25%,100%,
15676.171875,-13.814759999999996,morning glory,25%,100%,
15719.238281,-14.026571,morning glory,25%,100%,
15762.304688,-13.846407000000003,morning glory,25%,100%,
15805.371094,-13.941056,morning glory,25%,100%,
15848.4375,-14.029496999999996,morning glory,25%,100%,
15891.503906,-14.558285999999992,morning glory,25%,100%,
15934.570312,-14.676267999999997,morning glory,25%,100%,
15977.636719,-14.453660999999993,morning glory,25%,100%,
16020.703125,-14.508690999999995,morning glory,25%,100%,
16063.769531,-14.386506999999998,morning glory,25%,100%,
16106.835938,-14.483281999999999,morning glory,25%,100%,
16149.902344,-14.374699999999994,morning glory,25%,100%,
16192.96875,-14.181882999999996,morning glory,25%,100%,
16236.035156,-14.030751999999996,morning glory,25%,100%,
16279.101562,-14.254648,morning glory,25%,100%,
16322.167969,-14.530751999999996,morning glory,25%,100%,
16365.234375,-14.554300000000001,morning glory,25%,100%,
16408.300781,-14.635121999999999,morning glory,25%,100%,
16451.367188,-14.973271999999998,morning glory,25%,100%,
16494.433594,-14.852330999999996,morning glory,25%,100%,
16537.5,-14.602937,morning glory,25%,100%,
16580.566406,-14.617674000000004,morning glory,25%,100%,
16623.632812,-14.989648999999996,morning glory,25%,100%,
16666.699219,-15.061753,morning glory,25%,100%,
16709.765625,-15.398633999999998,morning glory,25%,100%,
16752.832031,-15.057228999999996,morning glory,25%,100%,
16795.898438,-15.27551,morning glory,25%,100%,
16838.964844,-15.552693999999999,morning glory,25%,100%,
16882.03125,-15.732559999999996,morning glory,25%,100%,
16925.097656,-15.309956999999994,morning glory,25%,100%,
16968.164062,-15.032892,morning glory,25%,100%,
17011.230469,-15.235783999999999,morning glory,25%,100%,
17054.296875,-15.550617999999996,morning glory,25%,100%,
17097.363281,-15.600895999999995,morning glory,25%,100%,
17140.429688,-15.430443999999998,morning glory,25%,100%,
17183.496094,-15.078957999999997,morning glory,25%,100%,
17226.5625,-15.033814999999993,morning glory,25%,100%,
17269.628906,-15.844376999999998,morning glory,25%,100%,
17312.695312,-15.599205999999999,morning glory,25%,100%,
17355.761719,-15.362196,morning glory,25%,100%,
17398.828125,-15.442029000000002,morning glory,25%,100%,
17441.894531,-15.440633000000002,morning glory,25%,100%,
17484.960938,-15.445134999999997,morning glory,25%,100%,
17528.027344,-15.945889999999995,morning glory,25%,100%,
17571.09375,-15.577321000000001,morning glory,25%,100%,
17614.160156,-15.709162000000003,morning glory,25%,100%,
17657.226562,-15.378674999999998,morning glory,25%,100%,
17700.292969,-15.432123,morning glory,25%,100%,
17743.359375,-15.492150999999996,morning glory,25%,100%,
17786.425781,-15.567400000000003,morning glory,25%,100%,
17829.492188,-15.908238999999998,morning glory,25%,100%,
17872.558594,-15.997964,morning glory,25%,100%,
17915.625,-16.061490000000003,morning glory,25%,100%,
17958.691406,-16.342435999999996,morning glory,25%,100%,
18001.757812,-16.038605999999998,morning glory,25%,100%,
18044.824219,-16.310292999999998,morning glory,25%,100%,
18087.890625,-16.667978,morning glory,25%,100%,
18130.957031,-16.247342999999997,morning glory,25%,100%,
18174.023438,-15.973080999999997,morning glory,25%,100%,
18217.089844,-15.783818999999998,morning glory,25%,100%,
18260.15625,-16.162610999999995,morning glory,25%,100%,
18303.222656,-16.748133,morning glory,25%,100%,
18346.289062,-17.004517999999994,morning glory,25%,100%,
18389.355469,-16.004338999999998,morning glory,25%,100%,
18432.421875,-15.524629000000001,morning glory,25%,100%,
18475.488281,-15.958573999999995,morning glory,25%,100%,
18518.554688,-16.667917,morning glory,25%,100%,
18561.621094,-16.710973999999997,morning glory,25%,100%,
18604.6875,-16.309366,morning glory,25%,100%,
18647.753906,-16.651169999999997,morning glory,25%,100%,
18690.820312,-16.581139999999994,morning glory,25%,100%,
18733.886719,-16.41019199999999,morning glory,25%,100%,
18776.953125,-16.306195999999996,morning glory,25%,100%,
18820.019531,-16.669554,morning glory,25%,100%,
18863.085938,-16.921861999999994,morning glory,25%,100%,
18906.152344,-17.209774999999997,morning glory,25%,100%,
18949.21875,-17.203752999999995,morning glory,25%,100%,
18992.285156,-17.041097999999995,morning glory,25%,100%,
19035.351562,-16.853089999999998,morning glory,25%,100%,
19078.417969,-17.182694999999992,morning glory,25%,100%,
19121.484375,-17.106365999999998,morning glory,25%,100%,
19164.550781,-16.855749,morning glory,25%,100%,
19207.617188,-16.942804,morning glory,25%,100%,
19250.683594,-17.500200000000003,morning glory,25%,100%,
19293.75,-17.099267,morning glory,25%,100%,
19336.816406,-16.699555999999998,morning glory,25%,100%,
19379.882812,-16.952675999999993,morning glory,25%,100%,
19422.949219,-16.977021999999995,morning glory,25%,100%,
19466.015625,-17.009900999999996,morning glory,25%,100%,
19509.082031,-17.287359,morning glory,25%,100%,
19552.148438,-17.632349,morning glory,25%,100%,
19595.214844,-17.72207,morning glory,25%,100%,
19638.28125,-17.749398000000003,morning glory,25%,100%,
19681.347656,-17.803209,morning glory,25%,100%,
19724.414062,-17.790699999999998,morning glory,25%,100%,
19767.480469,-17.881502,morning glory,25%,100%,
19810.546875,-17.692804,morning glory,25%,100%,
19853.613281,-17.583721999999998,morning glory,25%,100%,
19896.679688,-17.365331,morning glory,25%,100%,
19939.746094,-17.638398,morning glory,25%,100%,
19982.8125,-17.684155999999998,morning glory,25%,100%,
43.066406,-26.001565,morning glory,50%,100%,
86.132812,-18.593192,morning glory,50%,100%,
129.199219,-15.451245,morning glory,50%,100%,
172.265625,-14.711686,morning glory,50%,100%,
215.332031,-13.61553,morning glory,50%,100%,
258.398438,-12.403898000000002,morning glory,50%,100%,
301.464844,-11.981735,morning glory,50%,100%,
344.53125,-11.611975999999999,morning glory,50%,100%,
387.597656,-10.362469,morning glory,50%,100%,
430.664062,-8.82641,morning glory,50%,100%,
473.730469,-8.218835000000002,morning glory,50%,100%,
516.796875,-8.291900000000002,morning glory,50%,100%,
559.863281,-6.897962,morning glory,50%,100%,
602.929688,-6.445639999999997,morning glory,50%,100%,
645.996094,-6.516969,morning glory,50%,100%,
689.0625,-5.7959640000000014,morning glory,50%,100%,
732.128906,-6.120535,morning glory,50%,100%,
775.195312,-6.078557,morning glory,50%,100%,
818.261719,-5.947044000000002,morning glory,50%,100%,
861.328125,-5.715425,morning glory,50%,100%,
904.394531,-4.828451000000001,morning glory,50%,100%,
947.460938,-3.939385999999999,morning glory,50%,100%,
990.527344,-4.3805520000000016,morning glory,50%,100%,
1033.59375,-4.152920000000002,morning glory,50%,100%,
1076.660156,-3.508158999999999,morning glory,50%,100%,
1119.726562,-3.6907099999999993,morning glory,50%,100%,
1162.792969,-3.545349999999999,morning glory,50%,100%,
1205.859375,-3.9964270000000006,morning glory,50%,100%,
1248.925781,-4.109502000000003,morning glory,50%,100%,
1291.992188,-4.264377000000003,morning glory,50%,100%,
1335.058594,-3.8220440000000018,morning glory,50%,100%,
1378.125,-2.737442999999999,morning glory,50%,100%,
1421.191406,-2.557361,morning glory,50%,100%,
1464.257812,-2.931011999999999,morning glory,50%,100%,
1507.324219,-2.629009,morning glory,50%,100%,
1550.390625,-2.4242799999999995,morning glory,50%,100%,
1593.457031,-2.140639,morning glory,50%,100%,
1636.523438,-2.4855470000000004,morning glory,50%,100%,
1679.589844,-2.992279,morning glory,50%,100%,
1722.65625,-3.0450090000000003,morning glory,50%,100%,
1765.722656,-1.9451619999999998,morning glory,50%,100%,
1808.789062,-2.7939979999999984,morning glory,50%,100%,
1851.855469,-3.3188850000000016,morning glory,50%,100%,
1894.921875,-2.912469999999999,morning glory,50%,100%,
1937.988281,-2.282895,morning glory,50%,100%,
1981.054688,-1.4222429999999981,morning glory,50%,100%,
2024.121094,-1.7167829999999995,morning glory,50%,100%,
2067.1875,-1.8959519999999976,morning glory,50%,100%,
2110.253906,-1.6765410000000003,morning glory,50%,100%,
2153.320312,-1.9175740000000019,morning glory,50%,100%,
2196.386719,-1.5258770000000013,morning glory,50%,100%,
2239.453125,-0.8829850000000015,morning glory,50%,100%,
2282.519531,-1.604839000000002,morning glory,50%,100%,
2325.585938,-2.159617000000001,morning glory,50%,100%,
2368.652344,-2.19641,morning glory,50%,100%,
2411.71875,-2.2090510000000023,morning glory,50%,100%,
2454.785156,-1.6807470000000002,morning glory,50%,100%,
2497.851562,-1.5183900000000001,morning glory,50%,100%,
2540.917969,-0.8382640000000023,morning glory,50%,100%,
2583.984375,-1.4260979999999996,morning glory,50%,100%,
2627.050781,-2.1267619999999994,morning glory,50%,100%,
2670.117188,-1.5118350000000014,morning glory,50%,100%,
2713.183594,-1.132596000000003,morning glory,50%,100%,
2756.25,-1.083757000000002,morning glory,50%,100%,
2799.316406,-1.2434370000000001,morning glory,50%,100%,
2842.382812,-1.7518649999999987,morning glory,50%,100%,
2885.449219,-1.8821329999999996,morning glory,50%,100%,
2928.515625,-0.5381639999999983,morning glory,50%,100%,
2971.582031,-0.7914360000000009,morning glory,50%,100%,
3014.648438,-1.1751539999999991,morning glory,50%,100%,
3057.714844,-1.0762319999999974,morning glory,50%,100%,
3100.78125,-1.209415,morning glory,50%,100%,
3143.847656,-0.8700139999999976,morning glory,50%,100%,
3186.914062,-1.6806429999999999,morning glory,50%,100%,
3229.980469,-1.4818320000000007,morning glory,50%,100%,
3273.046875,-0.5574640000000031,morning glory,50%,100%,
3316.113281,-0.5628700000000002,morning glory,50%,100%,
3359.179688,-1.2820579999999993,morning glory,50%,100%,
3402.246094,-1.133817000000004,morning glory,50%,100%,
3445.3125,-0.8155599999999978,morning glory,50%,100%,
3488.378906,-0.598475999999998,morning glory,50%,100%,
3531.445312,-1.0779130000000023,morning glory,50%,100%,
3574.511719,-0.9353230000000003,morning glory,50%,100%,
3617.578125,-0.9956749999999985,morning glory,50%,100%,
3660.644531,-1.2334989999999983,morning glory,50%,100%,
3703.710938,-1.3779279999999972,morning glory,50%,100%,
3746.777344,-1.0146359999999994,morning glory,50%,100%,
3789.84375,0,morning glory,50%,100%,
3832.910156,-1.1587759999999996,morning glory,50%,100%,
3875.976562,-1.286798000000001,morning glory,50%,100%,
3919.042969,-1.315483000000004,morning glory,50%,100%,
3962.109375,-0.7727200000000032,morning glory,50%,100%,
4005.175781,-0.7960280000000033,morning glory,50%,100%,
4048.242188,-1.398969000000001,morning glory,50%,100%,
4091.308594,-1.2024599999999985,morning glory,50%,100%,
4134.375,-0.8071459999999995,morning glory,50%,100%,
4177.441406,-1.612637999999997,morning glory,50%,100%,
4220.507812,-1.2399380000000022,morning glory,50%,100%,
4263.574219,-0.565134999999998,morning glory,50%,100%,
4306.640625,-1.079422000000001,morning glory,50%,100%,
4349.707031,-1.3081129999999987,morning glory,50%,100%,
4392.773438,-1.2982279999999982,morning glory,50%,100%,
4435.839844,-1.322566000000002,morning glory,50%,100%,
4478.90625,-1.1186529999999948,morning glory,50%,100%,
4521.972656,-1.2808679999999981,morning glory,50%,100%,
4565.039062,-2.3749399999999987,morning glory,50%,100%,
4608.105469,-2.201247000000002,morning glory,50%,100%,
4651.171875,-0.8478749999999984,morning glory,50%,100%,
4694.238281,-1.1347689999999986,morning glory,50%,100%,
4737.304688,-1.462018999999998,morning glory,50%,100%,
4780.371094,-1.7902139999999989,morning glory,50%,100%,
4823.4375,-0.840527999999999,morning glory,50%,100%,
4866.503906,-0.46980200000000494,morning glory,50%,100%,
4909.570312,-0.8503539999999958,morning glory,50%,100%,
4952.636719,-2.313261999999998,morning glory,50%,100%,
4995.703125,-1.2476529999999961,morning glory,50%,100%,
5038.769531,-1.0061649999999993,morning glory,50%,100%,
5081.835938,-1.2639299999999984,morning glory,50%,100%,
5124.902344,-1.3450440000000015,morning glory,50%,100%,
5167.96875,-1.5403740000000035,morning glory,50%,100%,
5211.035156,-1.4553740000000026,morning glory,50%,100%,
5254.101562,-1.0231159999999981,morning glory,50%,100%,
5297.167969,-1.1776479999999978,morning glory,50%,100%,
5340.234375,-1.2953959999999967,morning glory,50%,100%,
5383.300781,-1.2317119999999981,morning glory,50%,100%,
5426.367188,-1.4792899999999989,morning glory,50%,100%,
5469.433594,-1.4903709999999997,morning glory,50%,100%,
5512.5,-1.461478999999997,morning glory,50%,100%,
5555.566406,-1.229973999999995,morning glory,50%,100%,
5598.632812,-1.2908570000000026,morning glory,50%,100%,
5641.699219,-1.701004000000001,morning glory,50%,100%,
5684.765625,-1.5475950000000047,morning glory,50%,100%,
5727.832031,-1.3803950000000036,morning glory,50%,100%,
5770.898438,-1.6576059999999977,morning glory,50%,100%,
5813.964844,-1.7135310000000032,morning glory,50%,100%,
5857.03125,-1.494728000000002,morning glory,50%,100%,
5900.097656,-1.9302350000000033,morning glory,50%,100%,
5943.164062,-1.6671349999999983,morning glory,50%,100%,
5986.230469,-1.1835909999999998,morning glory,50%,100%,
6029.296875,-0.966822999999998,morning glory,50%,100%,
6072.363281,-1.414010000000001,morning glory,50%,100%,
6115.429688,-2.2522340000000014,morning glory,50%,100%,
6158.496094,-2.349952000000002,morning glory,50%,100%,
6201.5625,-2.239972999999999,morning glory,50%,100%,
6244.628906,-2.1873349999999974,morning glory,50%,100%,
6287.695312,-1.5382059999999989,morning glory,50%,100%,
6330.761719,-1.3673189999999984,morning glory,50%,100%,
6373.828125,-2.4609780000000008,morning glory,50%,100%,
6416.894531,-2.0293500000000044,morning glory,50%,100%,
6459.960938,-2.1314770000000003,morning glory,50%,100%,
6503.027344,-2.5804989999999997,morning glory,50%,100%,
6546.09375,-2.2446209999999986,morning glory,50%,100%,
6589.160156,-2.0616139999999987,morning glory,50%,100%,
6632.226562,-2.078320999999999,morning glory,50%,100%,
6675.292969,-2.487649000000001,morning glory,50%,100%,
6718.359375,-2.379806000000002,morning glory,50%,100%,
6761.425781,-2.418731000000001,morning glory,50%,100%,
6804.492188,-3.055214000000003,morning glory,50%,100%,
6847.558594,-2.980877000000003,morning glory,50%,100%,
6890.625,-2.859347000000003,morning glory,50%,100%,
6933.691406,-2.3180609999999966,morning glory,50%,100%,
6976.757812,-1.7111729999999952,morning glory,50%,100%,
7019.824219,-2.212341000000002,morning glory,50%,100%,
7062.890625,-2.1927129999999977,morning glory,50%,100%,
7105.957031,-2.874497999999999,morning glory,50%,100%,
7149.023438,-3.415073000000003,morning glory,50%,100%,
7192.089844,-3.1506809999999987,morning glory,50%,100%,
7235.15625,-2.813396000000001,morning glory,50%,100%,
7278.222656,-2.442411,morning glory,50%,100%,
7321.289062,-1.9709720000000033,morning glory,50%,100%,
7364.355469,-2.5394649999999963,morning glory,50%,100%,
7407.421875,-3.3397710000000025,morning glory,50%,100%,
7450.488281,-2.8143650000000022,morning glory,50%,100%,
7493.554688,-1.939737000000001,morning glory,50%,100%,
7536.621094,-2.120628,morning glory,50%,100%,
7579.6875,-2.8816289999999967,morning glory,50%,100%,
7622.753906,-2.521493000000003,morning glory,50%,100%,
7665.820312,-2.5960649999999994,morning glory,50%,100%,
7708.886719,-2.9266410000000036,morning glory,50%,100%,
7751.953125,-2.436081999999999,morning glory,50%,100%,
7795.019531,-2.720201000000003,morning glory,50%,100%,
7838.085938,-3.068088000000003,morning glory,50%,100%,
7881.152344,-3.888646999999999,morning glory,50%,100%,
7924.21875,-3.9765320000000024,morning glory,50%,100%,
7967.285156,-3.8507720000000027,morning glory,50%,100%,
8010.351562,-3.427038000000003,morning glory,50%,100%,
8053.417969,-3.628816000000004,morning glory,50%,100%,
8096.484375,-3.6237940000000037,morning glory,50%,100%,
8139.550781,-3.7952319999999986,morning glory,50%,100%,
8182.617188,-3.3361260000000037,morning glory,50%,100%,
8225.683594,-2.900015,morning glory,50%,100%,
8268.75,-3.562256999999999,morning glory,50%,100%,
8311.816406,-4.329898000000004,morning glory,50%,100%,
8354.882812,-3.766337,morning glory,50%,100%,
8397.949219,-3.445028999999998,morning glory,50%,100%,
8441.015625,-3.6445059999999962,morning glory,50%,100%,
8484.082031,-3.621866999999998,morning glory,50%,100%,
8527.148438,-3.899792999999999,morning glory,50%,100%,
8570.214844,-3.9997480000000003,morning glory,50%,100%,
8613.28125,-4.278860999999996,morning glory,50%,100%,
8656.347656,-3.909462999999999,morning glory,50%,100%,
8699.414062,-3.6343379999999996,morning glory,50%,100%,
8742.480469,-4.103450000000002,morning glory,50%,100%,
8785.546875,-4.495861000000001,morning glory,50%,100%,
8828.613281,-4.2833409999999965,morning glory,50%,100%,
8871.679688,-4.861668000000002,morning glory,50%,100%,
8914.746094,-4.604900000000001,morning glory,50%,100%,
8957.8125,-3.800654999999999,morning glory,50%,100%,
9000.878906,-4.284641000000001,morning glory,50%,100%,
9043.945312,-4.163906999999998,morning glory,50%,100%,
9087.011719,-4.152556000000001,morning glory,50%,100%,
9130.078125,-3.7410440000000023,morning glory,50%,100%,
9173.144531,-4.346520000000002,morning glory,50%,100%,
9216.210938,-4.974567,morning glory,50%,100%,
9259.277344,-5.271834999999999,morning glory,50%,100%,
9302.34375,-5.277615999999998,morning glory,50%,100%,
9345.410156,-4.6178409999999985,morning glory,50%,100%,
9388.476562,-4.494599999999998,morning glory,50%,100%,
9431.542969,-4.0378989999999995,morning glory,50%,100%,
9474.609375,-3.9547930000000022,morning glory,50%,100%,
9517.675781,-4.623356999999999,morning glory,50%,100%,
9560.742188,-4.714863999999995,morning glory,50%,100%,
9603.808594,-4.888821000000004,morning glory,50%,100%,
9646.875,-4.792700999999997,morning glory,50%,100%,
9689.941406,-4.776083,morning glory,50%,100%,
9733.007812,-4.641263000000002,morning glory,50%,100%,
9776.074219,-4.7590480000000035,morning glory,50%,100%,
9819.140625,-4.795245000000001,morning glory,50%,100%,
9862.207031,-4.9343129999999995,morning glory,50%,100%,
9905.273438,-4.688620999999998,morning glory,50%,100%,
9948.339844,-5.537521000000002,morning glory,50%,100%,
9991.40625,-4.978331999999998,morning glory,50%,100%,
10034.472656,-4.440838999999997,morning glory,50%,100%,
10077.539062,-5.111173000000001,morning glory,50%,100%,
10120.605469,-4.751872999999996,morning glory,50%,100%,
10163.671875,-4.863417999999999,morning glory,50%,100%,
10206.738281,-4.819613999999998,morning glory,50%,100%,
10249.804688,-4.972355000000004,morning glory,50%,100%,
10292.871094,-5.4372649999999965,morning glory,50%,100%,
10335.9375,-6.200239,morning glory,50%,100%,
10379.003906,-5.9145520000000005,morning glory,50%,100%,
10422.070312,-5.363977000000002,morning glory,50%,100%,
10465.136719,-5.781829000000002,morning glory,50%,100%,
10508.203125,-6.067681,morning glory,50%,100%,
10551.269531,-5.744540000000004,morning glory,50%,100%,
10594.335938,-5.535022000000001,morning glory,50%,100%,
10637.402344,-5.662692999999997,morning glory,50%,100%,
10680.46875,-5.3595320000000015,morning glory,50%,100%,
10723.535156,-5.479609999999997,morning glory,50%,100%,
10766.601562,-6.330233999999997,morning glory,50%,100%,
10809.667969,-6.219161000000003,morning glory,50%,100%,
10852.734375,-5.950461999999998,morning glory,50%,100%,
10895.800781,-6.265727999999999,morning glory,50%,100%,
10938.867188,-5.8377690000000015,morning glory,50%,100%,
10981.933594,-6.170981000000001,morning glory,50%,100%,
11025,-5.7045819999999985,morning glory,50%,100%,
11068.066406,-5.825390000000002,morning glory,50%,100%,
11111.132812,-6.347428999999998,morning glory,50%,100%,
11154.199219,-6.290199999999999,morning glory,50%,100%,
11197.265625,-6.346890999999999,morning glory,50%,100%,
11240.332031,-6.096966999999999,morning glory,50%,100%,
11283.398438,-6.174304999999997,morning glory,50%,100%,
11326.464844,-6.063122999999997,morning glory,50%,100%,
11369.53125,-6.77167,morning glory,50%,100%,
11412.597656,-6.1584999999999965,morning glory,50%,100%,
11455.664062,-6.640507999999997,morning glory,50%,100%,
11498.730469,-6.742826000000001,morning glory,50%,100%,
11541.796875,-6.208845,morning glory,50%,100%,
11584.863281,-5.545280000000002,morning glory,50%,100%,
11627.929688,-6.4573399999999985,morning glory,50%,100%,
11670.996094,-7.440394000000001,morning glory,50%,100%,
11714.0625,-7.072664000000003,morning glory,50%,100%,
11757.128906,-6.656594999999999,morning glory,50%,100%,
11800.195312,-6.484034999999999,morning glory,50%,100%,
11843.261719,-6.723935999999998,morning glory,50%,100%,
11886.328125,-6.851569000000001,morning glory,50%,100%,
11929.394531,-7.107210000000002,morning glory,50%,100%,
11972.460938,-6.3873190000000015,morning glory,50%,100%,
12015.527344,-6.303318999999998,morning glory,50%,100%,
12058.59375,-6.993145999999996,morning glory,50%,100%,
12101.660156,-7.5778909999999975,morning glory,50%,100%,
12144.726562,-7.3616980000000005,morning glory,50%,100%,
12187.792969,-7.531539999999996,morning glory,50%,100%,
12230.859375,-7.489158,morning glory,50%,100%,
12273.925781,-7.159715000000002,morning glory,50%,100%,
12316.992188,-6.895330000000005,morning glory,50%,100%,
12360.058594,-6.580782000000003,morning glory,50%,100%,
12403.125,-6.449245000000001,morning glory,50%,100%,
12446.191406,-6.798202,morning glory,50%,100%,
12489.257812,-7.285263000000004,morning glory,50%,100%,
12532.324219,-7.728694999999998,morning glory,50%,100%,
12575.390625,-7.713599999999996,morning glory,50%,100%,
12618.457031,-7.746738000000004,morning glory,50%,100%,
12661.523438,-7.008441000000001,morning glory,50%,100%,
12704.589844,-7.254771000000002,morning glory,50%,100%,
12747.65625,-8.072387000000003,morning glory,50%,100%,
12790.722656,-7.917753999999999,morning glory,50%,100%,
12833.789062,-7.6007,morning glory,50%,100%,
12876.855469,-7.673080000000002,morning glory,50%,100%,
12919.921875,-7.420188999999997,morning glory,50%,100%,
12962.988281,-7.663015999999995,morning glory,50%,100%,
13006.054688,-8.167362,morning glory,50%,100%,
13049.121094,-7.917064,morning glory,50%,100%,
13092.1875,-8.635234999999998,morning glory,50%,100%,
13135.253906,-8.091689999999996,morning glory,50%,100%,
13178.320312,-7.0307350000000035,morning glory,50%,100%,
13221.386719,-7.703349999999997,morning glory,50%,100%,
13264.453125,-8.921569000000002,morning glory,50%,100%,
13307.519531,-8.983698999999998,morning glory,50%,100%,
13350.585938,-8.370032000000005,morning glory,50%,100%,
13393.652344,-7.563269999999999,morning glory,50%,100%,
