frequency_hz,dB,pedal,gain,tone
17958.691406,-30.08427799999999,Morning Glory v4,100%,0%
18001.757812,-29.259838000000002,Morning Glory v4,100%,0%
18044.824219,-29.531434000000004,Morning Glory v4,100%,0%
18087.890625,-29.567333999999995,Morning Glory v4,100%,0%
18130.957031,-29.460513999999996,Morning Glory v4,100%,0%
18174.023438,-29.389981,Morning Glory v4,100%,0%
18217.089844,-29.233451999999993,Morning Glory v4,100%,0%
18260.15625,-29.661183,Morning Glory v4,100%,0%
18303.222656,-30.235543000000007,Morning Glory v4,100%,0%
18346.289062,-30.312911999999997,Morning Glory v4,100%,0%
18389.355469,-29.774239,Morning Glory v4,100%,0%
18432.421875,-29.659057000000004,Morning Glory v4,100%,0%
18475.488281,-29.572403,Morning Glory v4,100%,0%
18518.554688,-30.138859000000004,Morning Glory v4,100%,0%
18561.621094,-30.656391999999997,Morning Glory v4,100%,0%
18604.6875,-30.154236000000004,Morning Glory v4,100%,0%
18647.753906,-30.358544000000002,Morning Glory v4,100%,0%
18690.820312,-30.05541999999999,Morning Glory v4,100%,0%
18733.886719,-28.438138000000002,Morning Glory v4,100%,0%
18776.953125,-25.664394,Morning Glory v4,100%,0%
18820.019531,-29.344139999999996,Morning Glory v4,100%,0%
18863.085938,-30.158585000000002,Morning Glory v4,100%,0%
18906.152344,-30.641074999999994,Morning Glory v4,100%,0%
18949.21875,-30.650647,Morning Glory v4,100%,0%
18992.285156,-30.43743899999999,Morning Glory v4,100%,0%
19035.351562,-30.467594999999996,Morning Glory v4,100%,0%
19078.417969,-31.08310699999999,Morning Glory v4,100%,0%
19121.484375,-30.960639999999998,Morning Glory v4,100%,0%
19164.550781,-31.116161000000005,Morning Glory v4,100%,0%
19207.617188,-31.427025000000008,Morning Glory v4,100%,0%
19250.683594,-30.958842999999995,Morning Glory v4,100%,0%
19293.75,-30.834277999999998,Morning Glory v4,100%,0%
19336.816406,-30.411708999999995,Morning Glory v4,100%,0%
19379.882812,-31.08675699999999,Morning Glory v4,100%,0%
19422.949219,-30.707642,Morning Glory v4,100%,0%
