frequency_hz,dB,pedal,gain,tone
15977.636719,-1.1731589999999983,nobels,100%,50%
16020.703125,-1.153338000000005,nobels,100%,50%
16063.769531,-1.0860539999999972,nobels,100%,50%
16106.835938,-1.276522,nobels,100%,50%
16149.902344,-1.3701420000000013,nobels,100%,50%
16192.96875,-1.281603000000004,nobels,100%,50%
16236.035156,-0.8511720000000054,nobels,100%,50%
16279.101562,-1.0871679999999984,nobels,100%,50%
16322.167969,-1.5070210000000017,nobels,100%,50%
16365.234375,-1.4519220000000033,nobels,100%,50%
16408.300781,-1.1153540000000035,nobels,100%,50%
16451.367188,-1.2099699999999984,nobels,100%,50%
16494.433594,-1.1494999999999962,nobels,100%,50%
16537.5,-1.205241000000001,nobels,100%,50%
16580.566406,-1.2436579999999964,nobels,100%,50%
16623.632812,-1.2737070000000017,nobels,100%,50%
16666.699219,-1.1964359999999985,nobels,100%,50%
16709.765625,-1.1442770000000024,nobels,100%,50%
16752.832031,-1.2264690000000016,nobels,100%,50%
16795.898438,-1.281599,nobels,100%,50%
16838.964844,-1.3188919999999982,nobels,100%,50%
16882.03125,-1.2606070000000003,nobels,100%,50%
16925.097656,-1.1767329999999987,nobels,100%,50%
16968.164062,-1.242719000000001,nobels,100%,50%
17011.230469,-1.2763199999999983,nobels,100%,50%
17054.296875,-1.3682189999999963,nobels,100%,50%
17097.363281,-1.5340980000000002,nobels,100%,50%
17140.429688,-1.5524879999999968,nobels,100%,50%
17183.496094,-1.6077359999999956,nobels,100%,50%
17226.5625,-1.5818280000000016,nobels,100%,50%
17269.628906,-1.5099850000000004,nobels,100%,50%
17312.695312,-1.2390469999999993,nobels,100%,50%
17355.761719,-1.1143399999999986,nobels,100%,50%
17398.828125,-1.1019950000000023,nobels,100%,50%
17441.894531,-1.0043199999999999,nobels,100%,50%
17484.960938,-1.165894999999999,nobels,100%,50%
17528.027344,-1.4832630000000009,nobels,100%,50%
17571.09375,-1.4274380000000022,nobels,100%,50%
17614.160156,-1.1782129999999995,nobels,100%,50%
17657.226562,-1.32517,nobels,100%,50%
17700.292969,-1.6030139999999946,nobels,100%,50%
17743.359375,-1.643101999999999,nobels,100%,50%
17786.425781,-1.3277259999999984,nobels,100%,50%
17829.492188,-1.2789100000000033,nobels,100%,50%
17872.558594,-1.3465629999999962,nobels,100%,50%
17915.625,-1.5828459999999964,nobels,100%,50%
17958.691406,-1.5721909999999966,nobels,100%,50%
18001.757812,-1.2612099999999984,nobels,100%,50%
18044.824219,-1.3531659999999945,nobels,100%,50%
18087.890625,-1.6955209999999994,nobels,100%,50%
18130.957031,-1.288451000000002,nobels,100%,50%
18174.023438,-1.272942999999998,nobels,100%,50%
18217.089844,-1.2044659999999965,nobels,100%,50%
18260.15625,-1.551957999999999,nobels,100%,50%
18303.222656,-1.4382149999999996,nobels,100%,50%
18346.289062,-1.552472999999999,nobels,100%,50%
18389.355469,-1.3620389999999958,nobels,100%,50%
18432.421875,-1.2724550000000008,nobels,100%,50%
18475.488281,-1.1841300000000032,nobels,100%,50%
18518.554688,-1.416528999999997,nobels,100%,50%
18561.621094,-1.5426160000000024,nobels,100%,50%
18604.6875,-1.190603000000003,nobels,100%,50%
18647.753906,-1.5018019999999979,nobels,100%,50%
18690.820312,-1.8306029999999964,nobels,100%,50%
18733.886719,-1.5178889999999967,nobels,100%,50%
18776.953125,-1.3212410000000006,nobels,100%,50%
18820.019531,-1.2778299999999945,nobels,100%,50%
18863.085938,-1.0239310000000046,nobels,100%,50%
18906.152344,-1.1959710000000001,nobels,100%,50%
18949.21875,-1.5277230000000017,nobels,100%,50%
18992.285156,-1.689394,nobels,100%,50%
19035.351562,-1.5419679999999971,nobels,100%,50%
19078.417969,-1.6138819999999967,nobels,100%,50%
19121.484375,-1.747056999999998,nobels,100%,50%
19164.550781,-1.2236420000000052,nobels,100%,50%
19207.617188,-1.3110329999999948,nobels,100%,50%
19250.683594,-1.4136900000000026,nobels,100%,50%
19293.75,-1.2158939999999987,nobels,100%,50%
19336.816406,-1.2038709999999995,nobels,100%,50%
19379.882812,-1.591664999999999,nobels,100%,50%
19422.949219,-1.6366749999999968,nobels,100%,50%
19466.015625,-1.6046890000000005,nobels,100%,50%
19509.082031,-1.514768999999994,nobels,100%,50%
19552.148438,-1.6567439999999962,nobels,100%,50%
19595.214844,-1.7125569999999968,nobels,100%,50%
19638.28125,-1.8722820000000056,nobels,100%,50%
19681.347656,-1.8465479999999985,nobels,100%,50%
19724.414062,-1.421629000000003,nobels,100%,50%
19767.480469,-1.4828699999999984,nobels,100%,50%
19810.546875,-1.8719230000000024,nobels,100%,50%
19853.613281,-2.0148559999999947,nobels,100%,50%
19896.679688,-1.7649399999999957,nobels,100%,50%
19939.746094,-1.4034059999999968,nobels,100%,50%
19982.8125,-1.581559999999996,nobels,100%,50%
